lambda,ntilde_eta50,sigmaz_eta50,x2_eta50,u4x_eta50,gap_eta50,cv_eta50,ntilde_eta200,sigmaz_eta200,x2_eta200,u4x_eta200,gap_eta200,cv_eta200,ntilde_eta1000,sigmaz_eta1000,x2_eta1000,u4x_eta1000,gap_eta1000,cv_eta1000
1.510204,2.1995686537e0,-9.1591262606e-1,1.1775730634e0,1.5033332187e-2,9.1278123009e-1,0.0000000000e0,2.2585840282e0,-9.7766977853e-1,1.0452820695e0,1.2483083178e-3,9.7745042119e-1,0.0000000000e0,2.2761825417e0,-9.9545800181e-1,1.0091092618e0,5.4300096393e-5,9.9544895030e-1,0.0000000000e0
1.611224,2.5047898403e0,-9.0483700314e-1,1.2021910790e0,1.8702453786e-2,9.0133751226e-1,0.0000000000e0,2.5709304666e0,-9.7462154792e-1,1.0515438696e0,1.5982276057e-3,9.7437303124e-1,0.0000000000e0,2.5908868379e0,-9.9483165520e-1,1.0103687023e0,7.0177805165e-5,9.9482136177e-1,0.0000000000e0
1.712245,2.8300484220e0,-8.9318659344e-1,1.2284195043e0,2.2863445993e-2,8.8931092003e-1,0.0000000000e0,2.9035148350e0,-9.7138635947e-1,1.0582112880e0,2.0128538993e-3,9.7110710101e-1,0.0000000000e0,2.9259619938e0,-9.9416519912e-1,1.0117096657e0,8.9266409654e-5,9.9415358621e-1,0.0000000000e0
1.813265,3.1753911929e0,-8.8098631515e-1,1.2562611549e0,2.7518435394e-2,8.7672875527e-1,0.0000000000e0,3.2563408843e0,-9.6796612179e-1,1.0652843810e0,2.4982362011e-3,9.6765459347e-1,0.0000000000e0,3.2814080047e0,-9.9345871489e-1,1.0131321518e0,1.1195683402e-4,9.9344570508e-1,0.0000000000e0
1.914286,3.5408662898e0,-8.6826206117e-1,1.2857189309e0,3.2662950261e-2,8.6361929374e-1,0.0000000000e0,3.6294125619e0,-9.6436284825e-1,1.0727632078e0,3.0603110475e-3,9.6401757882e-1,0.0000000000e0,3.6572251135e0,-9.9271228818e-1,1.0146361615e0,1.3865798231e-4,9.9269780472e-1,0.0000000000e0
2.015306,3.9265228680e0,-8.5504061558e-1,1.3167957957e0,3.8286424161e-2,8.5001167935e-1,0.0000000000e0,4.0227340558e0,-9.6057865454e-1,1.0806478313e0,3.7048483408e-3,9.6019823246e-1,0.0000000000e0,4.0534134879e0,-9.9192600966e-1,1.0162216952e0,1.6979577094e-4,9.9190997628e-1,0.0000000000e0
2.116327,4.3324104788e0,-8.4134957704e-1,1.3494947312e0,4.4372816577e-2,8.3593581653e-1,0.0000000000e0,4.4363097119e0,-9.5661575742e-1,1.0889383170e0,4.4374005875e-3,9.5619883282e-1,0.0000000000e0,4.4699733113e0,-9.9109997474e-1,1.0178887535e0,2.0581215080e-4,9.9108231577e-1,0.0000000000e0
2.217347,4.7585792791e0,-8.2721725137e-1,1.3838187599e0,5.0901327151e-2,8.2142226122e-1,0.0000000000e0,4.8701439875e0,-9.5247647296e-1,1.0976347315e0,5.2632562084e-3,9.5202175908e-1,0.0000000000e0,4.9069047900e0,-9.9023428360e-1,1.0196373370e0,2.4716409478e-4,9.9021492393e-1,0.0000000000e0
2.318367,5.2050793638e0,-8.1267257210e-1,1.4197708964e0,5.7847141487e-2,8.0650211105e-1,0.0000000000e0,5.3242415664e0,-9.4816321316e-1,1.1067371451e0,6.1873975979e-3,9.4766948882e-1,0.0000000000e0,5.3642081132e0,-9.8932904123e-1,1.0214674462e0,2.9432255330e-4,9.8930790634e-1,0.0000000000e0
2.419388,5.6719607755e0,-7.9774499666e-1,1.4573541537e0,6.5182199230e-2,7.9120689518e-1,0.0000000000e0,5.7986073255e0,-9.4367848393e-1,1.1162456312e0,7.2144636711e-3,9.4314459558e-1,0.0000000000e0,5.8418835451e0,-9.8838435718e-1,1.0233790820e0,3.4777139914e-4,9.8836137331e-1,0.0000000000e0
2.520408,6.1592732493e0,-7.8246441087e-1,1.4965715273e0,7.2875943347e-2,7.7556846447e-1,0.0000000000e0,6.2932462930e0,-9.3902488304e-1,1.1261602655e0,8.3487172978e-3,9.3844974630e-1,0.0000000000e0,6.3399312359e0,-9.8740034600e-1,1.0253722448e0,4.0800632100e-4,9.8737543987e-1,0.0000000000e0
2.621429,6.6670656296e0,-7.6686104270e-1,1.5374259540e0,8.0896027896e-2,7.5961888240e-1,0.0000000000e0,6.8081634698e0,-9.3420509923e-1,1.1364811223e0,9.5940174081e-3,9.3358769873e-1,0.0000000000e0,6.8583514836e0,-9.8637712661e-1,1.0274469355e0,4.7553374996e-4,9.8635022578e-1,0.0000000000e0
2.722449,7.1953862460e0,-7.5096534639e-1,1.5799203467e0,8.9208988744e-2,7.4339031732e-1,0.0000000000e0,7.3433644253e0,-9.2922190407e-1,1.1472082866e0,1.0953798062e-2,9.2856129871e-1,0.0000000000e0,7.3971446688e0,-9.8531482247e-1,1.0296031554e0,5.5086973887e-4,9.8528585551e-1,0.0000000000e0
2.823469,7.7442818005e0,-7.3480793235e-1,1.6240575096e0,9.7780827666e-2,7.2691493643e-1,0.0000000000e0,7.8988543558e0,-9.2407815807e-1,1.1583418354e0,1.2431048810e-2,9.2337347740e-1,0.0000000000e0,7.9563105729e0,-9.8421356287e-1,1.0318409033e0,6.3453873203e-4,9.8418245810e-1,0.0000000000e0
2.924490,8.3137981966e0,-7.1841943967e-1,1.6698402098e0,1.0657755732e-1,7.1022480208e-1,0.0000000000e0,8.4746388413e0,-9.1877680083e-1,1.1698818525e0,1.4028304118e-2,9.1802724844e-1,0.0000000000e0,8.5358499380e0,-9.8307347982e-1,1.0341601821e0,7.2707265508e-4,9.8304016735e-1,0.0000000000e0
3.025510,8.9039792858e0,-7.0183047155e-1,1.7172710805e0,1.1556564110e-1,6.9335177079e-1,0.0000000000e0,9.0707237208e0,-9.1332084942e-1,1.1818284265e0,1.5747635500e-2,9.1252570505e-1,0.0000000000e0,9.1357630033e0,-9.8189471095e-1,1.0365609922e0,8.2900956566e-4,9.8185912157e-1,0.0000000000e0
3.126531,9.5148674236e0,-6.8507147965e-1,1.7663526703e0,1.2471238900e-1,6.7632739535e-1,0.0000000000e0,9.6871144950e0,-9.0771340097e-1,1.1941816385e0,1.7590646639e-2,9.0687201700e-1,0.0000000000e0,9.7560496610e0,-9.8067739911e-1,1.0390433332e0,9.4089251362e-4,9.8063946371e-1,0.0000000000e0
3.227551,1.0146502602e1,-6.6817269103e-1,1.8170873765e0,1.3398626191e-1,6.5918283053e-1,0.0000000000e0,1.0323817233e1,-9.0195762144e-1,1.2069415807e0,1.9558477150e-2,9.0106942763e-1,0.0000000000e0,1.0396710504e1,-9.7942169034e-1,1.0416072069e0,1.0632685863e-3,9.7938134118e-1,0.0000000000e0
3.328571,1.0798923815e1,-6.5116397788e-1,1.8694775601e0,1.4335714343e-1,6.4194874260e-1,0.0000000000e0,1.0980838043e1,-8.9605674742e-1,1.2201083454e0,2.1651806201e-2,8.9512125072e-1,0.0000000000e0,1.1057745993e1,-9.7812773545e-1,1.0442526150e0,1.1966876370e-3,9.7808490606e-1,0.0000000000e0
3.429592,1.1472166367e1,-6.3407483764e-1,1.9235253304e0,1.5279649236e-1,6.2465522319e-1,0.0000000000e0,1.1658182657e1,-8.9001408680e-1,1.2336820171e0,2.3870859838e-2,8.8903086736e-1,0.0000000000e0,1.1739156286e1,-9.7679569033e-1,1.0469795579e0,1.3417011104e-3,9.7675031479e-1,0.0000000000e0
3.530612,1.2166263700e1,-6.1693425545e-1,1.9792326925e0,1.6227750817e-1,6.0733170759e-1,0.0000000000e0,1.2355857310e1,-8.8383300778e-1,1.2476626898e0,2.6215425789e-2,8.8280172272e-1,0.0000000000e0,1.2440941228e1,-9.7542571594e-1,1.0497880344e0,1.4988609057e-3,9.7537772830e-1,0.0000000000e0
3.631633,1.2881246701e1,-5.9977064521e-1,2.0366015142e0,1.7177520760e-1,5.9000689795e-1,0.0000000000e0,1.3073868475e1,-8.7751693808e-1,1.2620504622e0,2.8684867683e-2,8.7643732287e-1,0.0000000000e0,1.3163101879e1,-9.7401797526e-1,1.0526780487e0,1.6687186213e-3,9.7396731200e-1,0.0000000000e0
3.732653,1.3617143409e1,-5.8261176484e-1,2.0956334635e0,1.8126647687e-1,5.7270869147e-1,0.0000000000e0,1.3812221998e1,-8.7106936944e-1,1.2768454198e0,3.1278139489e-2,8.6994123142e-1,0.0000000000e0,1.3905638186e1,-9.7257263786e-1,1.0556496001e0,1.8518239453e-3,9.7251923564e-1,0.0000000000e0
3.833673,1.4373979778e1,-5.6548463646e-1,2.1563301129e0,1.9073008868e-1,5.5546411383e-1,0.0000000000e0,1.4570924494e1,-8.6449384200e-1,1.2920476635e0,3.3993810020e-2,8.6331706631e-1,0.0000000000e0,1.4668550744e1,-9.7108987640e-1,1.0587026907e0,2.0487239879e-3,9.7103367335e-1,0.0000000000e0
3.934694,1.5151777826e1,-5.4841551248e-1,2.2186927720e0,2.0014666736e-1,5.3829925812e-1,0.0000000000e0,1.5349982293e1,-8.5779395037e-1,1.3076572882e0,3.6830080775e-2,8.5656849636e-1,0.0000000000e0,1.5451839197e1,-9.6956986968e-1,1.0618373187e0,2.2599618269e-3,9.6951080357e-1,0.0000000000e0
4.035714,1.5950557567e1,-5.3142976817e-1,2.2827226475e0,2.0949867406e-1,5.2123922922e-1,0.0000000000e0,1.6149401615e1,-8.5097333871e-1,1.3236743864e0,3.9784809452e-2,8.4969923797e-1,0.0000000000e0,1.6255504754e1,-9.6801279779e-1,1.0650534886e0,2.4860761482e-3,9.6795080904e-1,0.0000000000e0
4.136735,1.6770335317e1,-5.1455187919e-1,2.3484207081e0,2.1877032897e-1,5.0430809389e-1,0.0000000000e0,1.6969189151e1,-8.4403569246e-1,1.3400990601e0,4.2855536188e-2,8.4271305170e-1,0.0000000000e0,1.7079547392e1,-9.6641884740e-1,1.0683511999e0,2.7275995014e-3,9.6635387674e-1,0.0000000000e0
4.237755,1.7611125039e1,-4.9780533887e-1,2.4157877928e0,2.2794755545e-1,4.8752883657e-1,0.0000000000e0,1.7809351097e1,-8.3698474322e-1,1.3569314009e0,4.6039504892e-2,8.3561373884e-1,0.0000000000e0,1.7923967241e1,-9.6478820916e-1,1.0717304528e0,2.9850576833e-3,9.6472019791e-1,0.0000000000e0
4.338776,1.8472937830e1,-4.8121262109e-1,2.4848245703e0,2.3701789129e-1,4.7092332086e-1,0.0000000000e0,1.8669893804e1,-8.2982425985e-1,1.3741715040e0,4.9333691058e-2,8.2840513803e-1,0.0000000000e0,1.8788765484e1,-9.6312107580e-1,1.0751912516e0,3.2589690949e-3,9.6304996793e-1,0.0000000000e0
4.439796,1.9355781261e1,-4.6479514989e-1,2.5555314848e0,2.4597039215e-1,4.5451225684e-1,0.0000000000e0,1.9550824102e1,-8.2255804243e-1,1.3918194736e0,5.2734828718e-2,8.2109112179e-1,0.0000000000e0,1.9673941694e1,-9.6141764733e-1,1.0787335943e0,3.5498429996e-3,9.6134338626e-1,0.0000000000e0
4.540816,2.0259660414e1,-4.4857324213e-1,2.6279088393e0,2.5479554820e-1,4.3831517401e-1,0.0000000000e0,2.0452148146e1,-8.1518992849e-1,1.4098754010e0,5.6239431664e-2,8.1367559308e-1,0.0000000000e0,2.0579496595e1,-9.5967812562e-1,1.0823574834e0,3.8581795058e-3,9.5960065658e-1,0.0000000000e0
4.641837,2.1184577682e1,-4.3256608088e-1,2.7019567782e0,2.6348518465e-1,4.2235039991e-1,0.0000000000e0,2.1373872265e1,-8.0772378253e-1,1.4283393807e0,5.9843822106e-2,8.0616248187e-1,0.0000000000e0,2.1505430500e1,-9.5790271739e-1,1.0860629196e0,4.1844682313e-3,9.5782198657e-1,0.0000000000e0
4.742857,2.2130532005e1,-4.1679170282e-1,2.7776752247e0,2.7203235732e-1,4.0663504430e-1,0.0000000000e0,2.2316003029e1,-8.0016349213e-1,1.4472115123e0,6.3544155947e-2,7.9855574173e-1,0.0000000000e0,2.2451743766e1,-9.5609163327e-1,1.0898499041e0,4.5291876370e-3,9.5600758787e-1,0.0000000000e0
4.843878,2.3097520318e1,-4.0126695359e-1,2.8550639956e0,2.8043126987e-1,3.9118498872e-1,0.0000000000e0,2.3278546704e1,-7.9251296899e-1,1.4664918894e0,6.7336445029e-2,7.9085934633e-1,0.0000000000e0,2.3418437023e1,-9.5424508737e-1,1.0937184389e0,4.8928043475e-3,9.5415767618e-1,0.0000000000e0
4.944898,2.4085536707e1,-3.8600748845e-1,2.9341227313e0,2.8867717147e-1,3.7601488136e-1,0.0000000000e0,2.4261509584e1,-7.8477614286e-1,1.4861806065e0,7.1216582037e-2,7.8307728610e-1,0.0000000000e0,2.4405510672e1,-9.5236329816e-1,1.0976685252e0,5.2757722353e-3,9.5227247111e-1,0.0000000000e0
5.045918,2.5094572521e1,-3.7102776143e-1,3.0148509032e0,2.9676626710e-1,3.6113813706e-1,0.0000000000e0,2.5264898068e1,-7.7695695758e-1,1.5062777605e0,7.5180363521e-2,7.7521356475e-1,0.0000000000e0,2.5412964838e1,-9.5044648850e-1,1.1017001631e0,5.6785316938e-3,9.5035219613e-1,0.0000000000e0
5.146939,2.6124617185e1,-3.5634101004e-1,3.0972478760e0,3.0469563676e-1,3.4656694221e-1,0.0000000000e0,2.6288718267e1,-7.6905937082e-1,1.5267834425e0,7.9223510070e-2,7.6727219596e-1,0.0000000000e0,2.6440800298e1,-9.4849488388e-1,1.1058133552e0,6.1015093551e-3,9.4839707858e-1,0.0000000000e0
5.247959,2.7175657637e1,-3.4195926626e-1,3.1813128600e0,3.1246314769e-1,3.3231226431e-1,0.0000000000e0,2.7332975751e1,-7.6108735257e-1,1.5476977334e0,8.3341685948e-2,7.5925719996e-1,0.0000000000e0,2.7489017304e1,-9.4650871457e-1,1.1100081022e0,6.5451170084e-3,9.4640734958e-1,0.0000000000e0
5.348980,2.8247678710e1,-3.2789335811e-1,3.2670449394e0,3.2006737905e-1,3.1838386610e-1,0.0000000000e0,2.8397677592e1,-7.5304486626e-1,1.5690207444e0,8.7530526667e-2,7.5117260026e-1,0.0000000000e0,2.8557616309e1,-9.4448821421e-1,1.1142844054e0,7.0097513179e-3,9.4438324405e-1,0.0000000000e0
5.450000,2.9340663294e1,-3.1415291968e-1,3.3544430819e0,3.2750754927e-1,3.0479032383e-1,0.0000000000e0,2.9482829207e1,-7.4493588962e-1,1.5907525542e0,9.1785644805e-2,7.4302242029e-1,0.0000000000e0,2.9646597849e1,-9.4243362000e-1,1.1186422664e0,7.4957932485e-3,9.4232500053e-1,0.0000000000e0
5.551020,3.0454589201e1,-3.0074644447e-1,3.4435058848e0,3.3478342727e-1,2.9153904954e-1,0.0000000000e0,3.0588436233e1,-7.3676439695e-1,1.6128932461e0,9.6102654522e-2,7.3481068016e-1,0.0000000000e0,3.0755962155e1,-9.4034517337e-1,1.1230816859e0,8.0036074020e-3,9.4023286130e-1,0.0000000000e0
5.652041,3.1589442246e1,-2.8768115198e-1,3.5342326193e0,3.4189535288e-1,2.7863631704e-1,0.0000000000e0,3.1714505092e1,-7.2853435196e-1,1.6354429197e0,1.0047718955e-1,7.2654139343e-1,0.0000000000e0,3.1885710399e1,-9.3822311758e-1,1.1276026678e0,8.5335421430e-3,9.3810707224e-1,0.0000000000e0
5.753061,3.2745201202e1,-2.7496319770e-1,3.6266220224e0,3.4884407680e-1,2.6608729130e-1,0.0000000000e0,3.2861040785e1,-7.2024972075e-1,1.6584016466e0,1.0490490920e-1,7.1821856393e-1,0.0000000000e0,3.3035841931e1,-9.3606770291e-1,1.1322052093e0,9.0859279014e-3,9.3594788276e-1,0.0000000000e0
5.854082,3.3921835564e1,-2.6259771046e-1,3.7206721145e0,3.5563070060e-1,2.5389606098e-1,0.0000000000e0,3.4028049664e1,-7.1191444849e-1,1.6817695260e0,1.0938152250e-1,7.0984618262e-1,0.0000000000e0,3.4206357415e1,-9.3387918065e-1,1.1368893125e0,9.6610782671e-3,9.3375554583e-1,0.0000000000e0
5.955102,3.5119323959e1,-2.5058862717e-1,3.8163816708e0,3.6225673543e-1,2.4206567375e-1,0.0000000000e0,3.5215537195e1,-7.0353247258e-1,1.7055466401e0,1.1390279163e-1,7.0142822450e-1,0.0000000000e0,3.5397259018e1,-9.3165780278e-1,1.1416549855e0,1.0259289833e-2,9.3153031783e-1,0.0000000000e0
6.056122,3.6337643327e1,-2.3893885290e-1,3.9137493504e0,3.6872398783e-1,2.3059817422e-1,0.0000000000e0,3.6423506991e1,-6.9510772596e-1,1.7297330343e0,1.1846453940e-1,6.9296864552e-1,0.0000000000e0,3.6608545318e1,-9.2940383140e-1,1.1465022223e0,1.0880839353e-2,9.2927245864e-1,0.0000000000e0
6.157143,3.7576761648e1,-2.2765036144e-1,4.0127731124e0,3.7503448259e-1,2.1949464409e-1,0.0000000000e0,3.7651966208e1,-6.8664409652e-1,1.7543288259e0,1.2306267942e-1,6.8447137972e-1,0.0000000000e0,3.7840217507e1,-9.2711752708e-1,1.1514310270e0,1.1525986589e-2,9.2698223142e-1,0.0000000000e0
6.258163,3.8836655950e1,-2.1672406736e-1,4.1134516528e0,3.8119051908e-1,2.0875524424e-1,0.0000000000e0,3.8900918658e1,-6.7814547214e-1,1.7793340657e0,1.2769319879e-1,6.7594033615e-1,0.0000000000e0,3.9092276032e1,-9.2479915512e-1,1.1564414009e0,1.2194972433e-2,9.2465990269e-1,0.0000000000e0
6.359184,4.0117299468e1,-2.0615999240e-1,4.2157833739e0,3.8719456786e-1,1.9837925846e-1,0.0000000000e0,4.0170370367e1,-6.6961569945e-1,1.8047488496e0,1.3235218663e-1,6.6737939611e-1,0.0000000000e0,4.0364721155e1,-9.2244898441e-1,1.1615333447e0,1.2888019017e-2,9.2230574227e-1,0.0000000000e0
6.460204,4.1418666635e1,-1.9595726552e-1,4.3197667804e0,3.9304926462e-1,1.8836513861e-1,0.0000000000e0,4.1460326296e1,-6.6105860349e-1,1.8305732529e0,1.3703582840e-1,6.5879241033e-1,0.0000000000e0,4.1657553730e1,-9.2006728596e-1,1.1667068612e0,1.3605330006e-2,9.1992002309e-1,0.0000000000e0
6.561224,4.2740724503e1,-1.8611423393e-1,4.4253997906e0,3.9875734441e-1,1.7871055081e-1,0.0000000000e0,4.2770789864e1,-6.5247798776e-1,1.8568073207e0,1.4174041007e-1,6.5018319621e-1,0.0000000000e0,4.2970774229e1,-9.1765433466e-1,1.1719619517e0,1.4347089991e-2,9.1750302133e-1,0.0000000000e0
6.662245,4.4083448248e1,-1.7662839151e-1,4.5326809732e0,4.0432168536e-1,1.6941242247e-1,0.0000000000e0,4.4101766136e1,-6.4387761037e-1,1.8834511320e0,1.4646233441e-1,6.4155553514e-1,0.0000000000e0,4.4304382767e1,-9.1521040916e-1,1.1772986163e0,1.5113464426e-2,9.1505501628e-1,0.0000000000e0
6.763265,4.5446808521e1,-1.6749652453e-1,4.6416085331e0,4.0974522957e-1,1.6046698986e-1,0.0000000000e0,4.5453258041e1,-6.3526120614e-1,1.9105047235e0,1.5119811140e-1,6.3291316997e-1,0.0000000000e0,4.5658380696e1,-9.1273578889e-1,1.1827168598e0,1.5904600542e-2,9.1257629020e-1,0.0000000000e0
6.864286,4.6830775289e1,-1.5871472906e-1,4.7521806158e0,4.1503098092e-1,1.5186984601e-1,0.0000000000e0,4.6825273784e1,-6.2663243696e-1,1.9379682388e0,1.5594438723e-1,6.2425980242e-1,0.0000000000e0,4.7032767742e1,-9.1023075926e-1,1.1882166807e0,1.6720625702e-2,9.1006712840e-1,0.0000000000e0
6.965306,4.8235329402e1,-1.5027839239e-1,4.8643962296e0,4.2018202905e-1,1.4361598857e-1,0.0000000000e0,4.8217813298e1,-6.1799497490e-1,1.9658416562e0,1.6069789957e-1,6.1559909068e-1,0.0000000000e0,4.8427544843e1,-9.0769560642e-1,1.1937980820e0,1.7561649105e-2,9.0752781914e-1,0.0000000000e0
7.066327,4.9660440356e1,-1.4218238147e-1,4.9782534656e0,4.2520144874e-1,1.3569986761e-1,0.0000000000e0,4.9630882535e1,-6.0935240971e-1,1.9941250758e0,1.6545552892e-1,6.0693464700e-1,0.0000000000e0,4.9842712344e1,-9.0513062048e-1,1.1994610647e0,1.8427760815e-2,9.0495865358e-1,0.0000000000e0
7.167347,5.1106075475e1,-1.3442102600e-1,5.0937502298e0,4.3009232467e-1,1.2811543293e-1,0.0000000000e0,5.1064484070e1,-6.0070830524e-1,2.0228185305e0,1.7021426729e-1,5.9827003543e-1,0.0000000000e0,5.1278271335e1,-9.0253609306e-1,1.2052056326e0,1.9319032678e-2,9.0235992564e-1,0.0000000000e0
7.268367,5.2572217799e1,-1.2698807668e-1,5.2108856707e0,4.3485779732e-1,1.2085618081e-1,0.0000000000e0,5.2518622723e1,-5.9206616270e-1,2.0519220995e0,1.7497123773e-1,5.8960876959e-1,0.0000000000e0,5.2734220692e1,-8.9991232252e-1,1.2110317807e0,2.0235516632e-2,8.9973193214e-1,0.0000000000e0
7.369388,5.4058840041e1,-1.1987689531e-1,5.3296580959e0,4.3950096238e-1,1.1391519994e-1,0.0000000000e0,5.3993298648e1,-5.8342945960e-1,2.0814357691e0,1.7972367168e-1,5.8095431056e-1,0.0000000000e0,5.4210562792e1,-8.9725960367e-1,1.2169395179e0,2.1177248445e-2,8.9707497246e-1,0.0000000000e0
7.470408,5.5565918389e1,-1.1308042671e-1,5.4500660736e0,4.4402490879e-1,1.0728521644e-1,0.0000000000e0,5.5488518248e1,-5.7480158335e-1,2.1113596518e0,1.8446894393e-1,5.7231006484e-1,0.0000000000e0,5.5707297768e1,-8.9457823802e-1,1.2229288442e0,2.2144244338e-2,8.9438934879e-1,0.0000000000e0
7.571429,5.7093430077e1,-1.0659125874e-1,5.5721082374e0,4.4843270179e-1,1.0095863769e-1,0.0000000000e0,5.7004283208e1,-5.6618589367e-1,2.1416937664e0,1.8920453617e-1,5.6367938235e-1,0.0000000000e0,5.7224425840e1,-8.9186852954e-1,1.2289997599e0,2.3136502638e-2,8.9167536586e-1,0.0000000000e0
7.672449,5.8641353281e1,-1.0040166823e-1,5.6957832761e0,4.5272737519e-1,9.4927594927e-2,0.0000000000e0,5.8540599516e1,-5.5758566876e-1,2.1724382190e0,1.9392806433e-1,5.5506555461e-1,0.0000000000e0,5.8761947517e1,-8.8913078421e-1,1.2351522666e0,2.4154004180e-2,8.8893333095e-1,0.0000000000e0
7.773469,6.0209667399e1,-9.4503663683e-2,5.8210899555e0,4.5691192595e-1,8.9183984421e-2,0.0000000000e0,6.0097462424e1,-5.4900418743e-1,2.2035929014e0,1.9863723077e-1,5.4647181293e-1,0.0000000000e0,6.0319863981e1,-8.8636530933e-1,1.2413863683e0,2.5196712838e-2,8.8616355383e-1,0.0000000000e0
7.874490,6.1798345331e1,-8.8889054089e-2,5.9480265007e0,4.6098928921e-1,8.3719507178e-2,0.0000000000e0,6.1674882229e1,-5.4044458426e-1,2.2351580078e0,2.0332990100e-1,5.3790132671e-1,0.0000000000e0,6.1898174289e1,-8.8357241842e-1,1.2477020608e0,2.6264573947e-2,8.8336634673e-1,0.0000000000e0
7.975510,6.3407390621e1,-8.3549363348e-2,6.0765935627e0,4.6496242742e-1,7.8525706990e-2,0.0000000000e0,6.3272856270e1,-5.3191000255e-1,2.2671334737e0,2.0800401655e-1,5.2935720185e-1,0.0000000000e0,6.3496880263e1,-8.8075242245e-1,1.2540993508e0,2.7357517903e-2,8.8054202421e-1,0.0000000000e0
8.076531,6.5036763914e1,-7.8476118878e-2,6.2067883420e0,4.6883414127e-1,7.3594006814e-2,0.0000000000e0,6.4891387956e1,-5.2340348824e-1,2.2995193571e0,2.1265764997e-1,5.2084247918e-1,0.0000000000e0,6.5115983509e1,-8.7790563515e-1,1.2605782442e0,2.8475458521e-2,8.7769090322e-1,0.0000000000e0
