lambda,ntilde_eta50,sigmaz_eta50,x2_eta50,u4x_eta50,gap_eta50,cv_eta50,ntilde_eta200,sigmaz_eta200,x2_eta200,u4x_eta200,gap_eta200,cv_eta200,ntilde_eta1000,sigmaz_eta1000,x2_eta1000,u4x_eta1000,gap_eta1000,cv_eta1000
1.510204,2.2037855785e0,-8.6971968110e-1,1.1778260508e0,1.5076280159e-2,9.1278123009e-1,3.2879674263e-1,2.2594602050e0,-9.3925486541e-1,1.0452952120e0,1.2491124005e-3,9.7745042119e-1,2.9448687632e-1,2.2763488251e0,-9.5900350152e-1,1.0091097607e0,5.4306898854e-5,9.9544895030e-1,2.8499303259e-1
1.611224,2.5097456276e0,-8.5714354275e-1,1.2024883940e0,1.8756642608e-2,9.0133751226e-1,3.3482654733e-1,2.5719367107e0,-9.3586272349e-1,1.0515589631e0,1.5992609435e-3,9.7437303124e-1,2.9611579759e-1,2.5910764605e0,-9.5831024793e-1,1.0103692712e0,7.0186603423e-5,9.9482136177e-1,2.8532295906e-1
1.712245,2.8358348989e0,-8.4387505960e-1,1.2287666563e0,2.2930677435e-2,8.8931092003e-1,3.4112434392e-1,2.9046619967e0,-9.3225973867e-1,1.0582284953e0,2.0141604993e-3,9.7110710101e-1,2.9784594780e-1,2.9261765574e0,-9.5757248625e-1,1.0117103094e0,8.9277610002e-5,9.9415358621e-1,2.8567411054e-1
1.813265,3.1821092296e0,-8.2993656579e-1,1.2566641958e0,2.7600611680e-2,8.7672875527e-1,3.4765719847e-1,3.2576402894e0,-9.2844752820e-1,1.0653038720e0,2.4998647171e-3,9.6765459347e-1,2.9967636362e-1,3.2816491316e0,-9.5679028513e-1,1.0131328752e0,1.1197089333e-4,9.9344570508e-1,2.8604646115e-1
1.914286,3.5486264847e0,-8.1535165537e-1,1.2861844964e0,3.2762059975e-2,8.6361929374e-1,3.5438749913e-1,3.6308760460e0,-9.2442780098e-1,1.0727851599e0,3.0623148407e-3,9.6401757882e-1,3.0160597127e-1,3.6574944435e0,-9.5596371682e-1,1.0146369695e0,1.3867541034e-4,9.9269780472e-1,2.8643998305e-1
2.015306,3.9354462151e0,-8.0014519718e-1,1.3173311451e0,3.8404527094e-2,8.5001167935e-1,3.6127266649e-1,4.0243739983e0,-9.2020235609e-1,1.0806724303e0,3.7072855120e-3,9.6019823246e-1,3.0363357747e-1,4.0537126812e0,-9.5509285782e-1,1.0162225928e0,1.6981713290e-4,9.9190997628e-1,2.8685464629e-1
2.116327,4.3426290152e0,-7.8434336532e-1,1.3501077865e0,4.4512027771e-2,8.3593581653e-1,3.6826491913e-1,4.4381390722e0,-9.1577308257e-1,1.0889657572e0,4.4403339853e-3,9.5619883282e-1,3.0575786011e-1,4.4703040489e0,-9.5417778870e-1,1.0178897457e0,2.0583806974e-4,9.9108231577e-1,2.8729041878e-1
2.217347,4.7702366668e0,-7.6797364805e-1,1.3845181405e0,5.1063799812e-2,8.2142226122e-1,3.7531111180e-1,4.8721763429e0,-9.1114195870e-1,1.0976652166e0,5.2667534143e-3,9.5202175908e-1,3.0797735840e-1,4.9072687753e0,-9.5321859403e-1,1.0196384289e0,2.4719525382e-4,9.9021492393e-1,2.8774726624e-1
2.318367,5.2183314141e0,-7.5106489116e-1,1.4205659508e0,5.8035049178e-2,8.0650211105e-1,3.8235266467e-1,5.3264911483e0,-9.0631104992e-1,1.1067708885e0,6.1915308833e-3,9.4766948882e-1,3.1029046270e-1,5.3646070732e0,-9.5221536246e-1,1.0214686431e0,2.9435969795e-4,9.8930790634e-1,2.8822515201e-1
2.419388,5.6869758716e0,-7.3364732385e-1,1.4582549847e0,6.5397717010e-2,7.9120689518e-1,3.8932560291e-1,5.8010890573e0,-9.0128250809e-1,1.1162828569e0,7.2193099333e-3,9.4314459558e-1,3.1269540398e-1,5.8423192305e0,-9.5116818656e-1,1.0233803891e0,3.4781533921e-4,9.8836137331e-1,2.8872403708e-1
2.520408,6.1762326484e0,-7.1575259662e-1,1.4975890102e0,7.3121227941e-2,7.7556846447e-1,3.9616072572e-1,6.2959758288e0,-8.9605857085e-1,1.1262012082e0,8.3543579751e-3,9.3844974630e-1,3.1519024302e-1,6.3404054245e0,-9.5007716313e-1,1.0253736674e0,4.0805793290e-4,9.8737543987e-1,2.8924387989e-1
2.621429,6.6861636326e0,-6.9741382996e-1,1.5385717468e0,8.1173197130e-2,7.5961888240e-1,4.0278392343e-1,6.8111572388e0,-8.9064156225e-1,1.1365260285e0,9.6005383868e-3,9.3358769873e-1,3.1777285930e-1,6.8588659789e0,-9.4894239271e-1,1.0274484790e0,4.7559397829e-4,9.8635022578e-1,2.8978463629e-1
2.722449,7.2168301640e0,-6.7866563332e-1,1.5812068879e0,8.9520099622e-2,7.4339031732e-1,4.0911665886e-1,7.3466396618e0,-8.8503388637e-1,1.1472574148e0,1.0961289533e-2,9.2856129871e-1,3.2044093968e-1,7.3977013000e0,-9.4776397965e-1,1.0296048253e0,5.5093959799e-4,9.8528585551e-1,2.9034625944e-1
2.823469,7.7682917555e0,-6.5954416337e-1,1.6254980066e0,9.8127854160e-2,7.2691493643e-1,4.1507662687e-1,7.9024291530e0,-8.7923803498e-1,1.1583954570e0,1.2439605157e-2,9.2337347740e-1,3.2319196699e-1,7.9569112073e0,-9.4654203345e-1,1.0318427052e0,6.3461930945e-4,9.8418245810e-1,2.9092869966e-1
2.924490,8.3406066345e0,-6.4008711864e-1,1.6714486093e0,1.0696236658e-1,7.1022480208e-1,4.2057860109e-1,8.4785321866e0,-8.7325657979e-1,1.1699402523e0,1.4038023757e-2,9.1802724844e-1,3.2602320836e-1,8.5364964644e0,-9.4527666574e-1,1.0341621216e0,7.2716511044e-4,9.8304016735e-1,2.9153190435e-1
3.025510,8.9338302748e0,-6.2033378121e-1,1.7190620269e0,1.1598996983e-1,6.9335177079e-1,4.2553547178e-1,9.0749555351e0,-8.6709217282e-1,1.1818919032e0,1.5758620700e-2,9.1252570505e-1,3.2893170367e-1,9.1364573427e0,-9.4396799304e-1,1.0365630753e0,8.2911513356e-4,9.8185912157e-1,2.9215581786e-1
3.126531,9.5480156193e0,-6.0032499177e-1,1.7683414429e0,1.2517781872e-1,6.7632739535e-1,4.2985947140e-1,9.6917056865e0,-8.6074755101e-1,1.1942505059e0,1.7603003378e-2,9.0687201700e-1,3.3191425400e-1,9.7567937751e0,-9.4261613647e-1,1.0390455655e0,9.4101250630e-4,9.8063946371e-1,2.9280038138e-1
3.227551,1.0183211934e1,-5.8010314213e-1,1.8192898120e0,1.3449419475e-1,6.5918283053e-1,4.3346357687e-1,1.0328789729e1,-8.5422552747e-1,1.2070161677e0,1.9572314894e-2,9.0106942763e-1,3.3496741008e-1,1.0397506382e1,-9.4122121972e-1,1.0416095945e0,1.0634043927e-3,9.7938134118e-1,2.9346553283e-1
3.328571,1.0839465739e1,-5.5971208600e-1,1.8719099453e0,1.4390877660e-1,6.4194874260e-1,4.3626306813e-1,1.0986214833e1,-8.4752899568e-1,1.2201889967e0,2.1667237705e-2,8.9512125072e-1,3.3808746112e-1,1.1058595659e1,-9.3978337063e-1,1.0442551640e0,1.1968407240e-3,9.7808490606e-1,2.9415120666e-1
3.429592,1.1516817927e1,-5.3919711999e-1,1.9262042885e0,1.5339279561e-1,6.2465522319e-1,4.3817721309e-1,1.1663987852e1,-8.4066093258e-1,1.2337690945e0,2.3888000982e-2,8.8903086736e-1,3.4127042377e-1,1.1740061801e1,-9.3830272150e-1,1.0469822744e0,1.3418730254e-3,9.7675031479e-1,2.9485733381e-1
3.530612,1.2215305116e1,-5.1860481697e-1,1.9821750377e0,1.6291920045e-1,6.0733170759e-1,4.3913103956e-1,1.2362116170e1,-8.3362439050e-1,1.2477565721e0,2.6234395329e-2,8.8280172272e-1,3.4451203157e-1,1.2441904701e1,-9.3677940907e-1,1.0497909249e0,1.4990532790e-3,9.7537772830e-1,2.9558384155e-1
3.631633,1.2934958639e1,-4.9798289144e-1,2.0398240863e0,1.7246273607e-1,5.9000689795e-1,4.3905714517e-1,1.3080607452e1,-8.2642249925e-1,1.2621515462e0,2.8705787005e-2,8.7643732287e-1,3.4780772486e-1,1.3164125445e1,-9.3521357161e-1,1.0526811194e0,1.6689331617e-3,9.7396731200e-1,2.9633065327e-1
3.732653,1.3675803938e1,-4.7737999645e-1,2.0991529479e0,1.8199999775e-1,5.7270869147e-1,4.3789748849e-1,1.3819468794e1,-8.1905847336e-1,1.2769541210e0,3.1301132450e-2,8.6994123142e-1,3.5115264136e-1,1.3906724026e1,-9.3360535333e-1,1.0556528576e0,1.8520624458e-3,9.7251923564e-1,2.9709768843e-1
3.833673,1.4437860945e1,-4.5684547907e-1,2.1601628326e0,1.9150945030e-1,5.5546411383e-1,4.3560509819e-1,1.4578708085e1,-8.1153560004e-1,1.2921644166e0,3.4019002641e-2,8.6331706631e-1,3.5454160737e-1,1.4669701079e1,-9.3195490100e-1,1.0587061417e0,2.0489883233e-3,9.7103367335e-1,2.9788486235e-1
3.934694,1.5221142129e1,-4.3642913090e-1,2.2228544779e0,2.0097139825e-1,5.3829925812e-1,4.3214563341e-1,1.5358332979e1,-8.0385724820e-1,1.3077825477e0,3.6857601030e-2,8.5656849636e-1,3.5796912995e-1,1.5453056303e1,-9.3026236699e-1,1.0618409700e0,2.2602539593e-3,9.6951080357e-1,2.9869208611e-1
4.035714,1.6025654035e1,-4.1618082694e-1,2.2872282817e0,2.1036797262e-1,5.2123922922e-1,4.2749872802e-1,1.6158351065e1,-7.9602686707e-1,1.3238086274e0,3.9814787035e-2,8.4969923797e-1,3.6142939006e-1,1.6256790936e1,-9.2852790444e-1,1.0650573471e0,2.4863981195e-3,9.6795080904e-1,2.9951926634e-1
4.136735,1.6851395610e1,-3.9615019931e-1,2.3532841716e0,2.1968305922e-1,5.0430809389e-1,4.2165905453e-1,1.6978770427e1,-7.8804798166e-1,1.3402427784e0,4.2888102211e-2,8.4271305170e-1,3.6491623680e-1,1.7080905010e1,-9.2675167259e-1,1.0683552727e0,2.7279534401e-3,9.6635387674e-1,3.0036630509e-1
4.237755,1.7698359334e1,-3.7638621998e-1,2.4210216974e0,2.2890224585e-1,4.8752883657e-1,4.1463705038e-1,1.7819598708e1,-7.7992420105e-1,1.3570851142e0,4.6074791682e-2,8.3561373884e-1,3.6842318300e-1,1.7925398704e1,-9.2493383408e-1,1.0717347472e0,2.9854458040e-3,9.6472019791e-1,3.0123309966e-1
4.338776,1.8566530776e1,-3.5693679447e-1,2.4904399952e0,2.3801273901e-1,4.7092332086e-1,4.0645925994e-1,1.8680843735e1,-7.7165921347e-1,1.3743357520e0,4.9371831875e-2,8.2840513803e-1,3.7194340215e-1,1.8790273236e1,-9.2307455330e-1,1.0751957749e0,3.2593936922e-3,9.6304996793e-1,3.0211954245e-1
4.439796,1.9455888123e1,-3.3784833949e-1,2.5615377471e0,2.4700327330e-1,4.5451225684e-1,3.9716825995e-1,1.9562513831e1,-7.6325678436e-1,1.3919948186e0,5.2775957420e-2,8.2109112179e-1,3.7546972701e-1,1.9675528246e1,-9.2117400133e-1,1.0787383540e0,3.5503064583e-3,9.6134338626e-1,3.0302552081e-1
4.540816,2.0366403307e1,-3.1916532559e-1,2.6343132669e0,2.5586403188e-1,4.3831517401e-1,3.8682215287e-1,2.0464616697e1,-7.5472076617e-1,1.4100624282e0,5.6283682517e-2,8.1367559308e-1,3.7899464986e-1,2.0581164501e1,-9.1923235075e-1,1.0823624871e0,3.8586842935e-3,9.5960065658e-1,3.0395091677e-1
4.641837,2.1298042121e1,-3.0092984626e-1,2.7087645020e0,2.6458655225e-1,4.2235039991e-1,3.7549363158e-1,2.1387160229e1,-7.4605509229e-1,1.4285386991e0,5.9891329471e-2,8.0616248187e-1,3.8251032470e-1,2.1507182372e1,-9.1724977854e-1,1.0860681752e0,4.1850169009e-3,9.5782198657e-1,3.0489560698e-1
4.742857,2.2250763976e1,-2.8318120948e-1,2.7848890055e0,2.7316362780e-1,4.0663504430e-1,3.6326863816e-1,2.2330152573e1,-7.3726377736e-1,1.4474237543e0,6.3595053953e-2,7.9855574173e-1,3.8600857145e-1,2.2453582271e1,-9.1522646524e-1,1.0898554196e0,4.5297828268e-3,9.5600758787e-1,3.0585946248e-1
4.843878,2.3224523627e1,-2.6595552497e-1,2.8626840622e0,2.8158922733e-1,3.9118498872e-1,3.5024465857e-1,2.3293601606e1,-7.2835092233e-1,1.4667177118e0,6.7390867314e-2,7.9085934633e-1,3.8948088231e-1,2.3420364878e1,-9.1316259446e-1,1.0937242224e0,4.8934487783e-3,9.5415767618e-1,3.0684234851e-1
4.944898,2.4219271022e1,-2.4928536363e-1,2.9421466644e0,2.8985839797e-1,3.7601488136e-1,3.3652871156e-1,2.4277515240e1,-7.1932071273e-1,1.4864206902e0,7.1274661428e-2,7.8307728610e-1,3.9291843051e-1,2.4407530654e1,-9.1105835382e-1,1.0976745851e0,5.2764687121e-3,9.5227247111e-1,3.0784412434e-1
5.045918,2.5234952040e1,-2.3319945104e-1,3.0232735556e0,2.9796717855e-1,3.6113813706e-1,3.2223510452e-1,2.5281901501e1,-7.1017741902e-1,1.5065328107e0,7.5242231701e-2,7.7521356475e-1,3.9631208148e-1,2.5415079788e1,-9.0891393502e-1,1.1017065079e0,5.6792831076e-3,9.5035219613e-1,3.0886464309e-1
5.146939,2.6271509839e1,-2.1772241068e-1,3.1060613240e0,3.0591252026e-1,3.4656694221e-1,3.0748303823e-1,2.6306768135e1,-7.0092540038e-1,1.5270541891e0,7.9289297293e-2,7.6727219596e-1,3.9965240659e-1,2.6443013112e1,-9.0672953208e-1,1.1058199937e0,6.1023186772e-3,9.4839707858e-1,3.0990375153e-1
5.247959,2.7328885119e1,-2.0287458825e-1,3.1905064054e0,3.1369220153e-1,3.3231226431e-1,2.9239414804e-1,2.7352122371e1,-6.9156910735e-1,1.5479849313e0,8.3411520798e-2,7.5925719996e-1,4.0292969961e-1,2.7491330944e1,-9.0450534351e-1,1.1100150431e0,6.5459872941e-3,9.4640734958e-1,3.1096128990e-1
5.348980,2.8407017156e1,-1.8867193318e-1,3.2766051507e0,3.2130475306e-1,3.1838386610e-1,2.7709006890e-1,2.8417972864e1,-6.8211306773e-1,1.5693251721e0,8.7604535446e-2,7.5117260026e-1,4.0613399599e-1,2.8560033800e1,-9.0224157096e-1,1.1142916579e0,7.0106857041e-3,9.4438324405e-1,3.1203709167e-1
5.450000,2.9505844658e1,-1.7512595406e-1,3.3643538767e0,3.2874938521e-1,3.0479032383e-1,2.6169010731e-1,2.9504326665e1,-6.7256191039e-1,1.5910750146e0,9.1863951474e-2,7.4302242029e-1,4.0925509497e-1,2.9649122280e1,-8.9993841940e-1,1.1186498397e0,7.4967949525e-3,9.4232500053e-1,3.1313098342e-1
5.551020,3.0625304078e1,-1.6224377454e-1,3.4537487147e0,3.3602590328e-1,2.9153904954e-1,2.4630909446e-1,3.0611191016e1,-6.6292035202e-1,1.6132345664e0,9.6185380299e-2,7.3481068016e-1,4.1228258472e-1,3.0758596688e1,-8.9759609781e-1,1.1230895895e0,8.0046797237e-3,9.4023286130e-1,3.1424278458e-1
5.652041,3.1765340273e1,-1.5002811174e-1,3.5447864489e0,3.4313470665e-1,2.7863631704e-1,2.3105548221e-1,3.1738573870e1,-6.5319319393e-1,1.6358039498e0,1.0056445239e-1,7.2654139343e-1,4.1520587038e-1,3.1888458248e1,-8.9521481690e-1,1.1276109114e0,8.5346884539e-3,9.3810707224e-1,3.1537230724e-1
5.753061,3.2925895468e1,-1.3847757953e-1,3.6374636173e0,3.5007664965e-1,2.6608729130e-1,2.1602972953e-1,3.2886481789e1,-6.4338533772e-1,1.6587832601e0,1.0499682370e-1,7.1821856393e-1,4.1801420518e-1,3.3038706405e1,-8.9279479414e-1,1.1322138027e0,9.0871516636e-3,9.3594788276e-1,3.1651935600e-1
5.854082,3.4106908405e1,-1.2758690940e-1,3.7317764316e0,3.5685298213e-1,2.5389606098e-1,2.0132301033e-1,3.4054922561e1,-6.3350176621e-1,1.6821726178e0,1.0947819922e-1,7.0984618262e-1,4.2069672451e-1,3.4209341891e1,-8.9033624800e-1,1.1368982659e0,9.6623830185e-3,9.3375554583e-1,3.1768372766e-1
5.955102,3.5308328508e1,-1.1734707104e-1,3.8277218993e0,3.6346537721e-1,2.4206567375e-1,1.8701625806e-1,3.5243903076e1,-6.2354755877e-1,1.7059721264e0,1.1400433691e-1,7.0142822450e-1,4.2324248298e-1,3.5400366909e1,-8.8783939758e-1,1.1416643092e0,1.0260679168e-2,9.3153031783e-1,3.1886521113e-1
6.056122,3.6530108025e1,-1.0774567570e-1,3.9252971849e0,3.6991583006e-1,2.3059817422e-1,1.7317954673e-1,3.6453428407e1,-6.1352789684e-1,1.7301818537e0,1.1857105534e-1,6.9296864552e-1,4.2564049436e-1,3.6611780154e1,-8.8530447192e-1,1.1465119268e0,1.0882316963e-2,9.2927245864e-1,3.2006358715e-1
6.157143,3.7772197193e1,-9.8767359618e-2,4.0244992154e0,3.7620658762e-1,2.1949464409e-1,1.5987179460e-1,3.7683506885e1,-6.0344802781e-1,1.7548019342e0,1.2317426272e-1,6.8447137972e-1,4.2787977432e-1,3.7843582881e1,-8.8273169863e-1,1.1514411231e0,1.1527556233e-2,9.2698223142e-1,3.2127862813e-1
6.258163,3.9034557346e1,-9.0394025138e-2,4.1253257235e0,3.8234017442e-1,2.0875524424e-1,1.4714076536e-1,3.8934143602e1,-5.9331330917e-1,1.7798324381e0,1.2780994109e-1,6.7594033615e-1,4.2994938575e-1,3.9095775615e1,-8.8012131003e-1,1.1564518997e0,1.2196637942e-2,9.2465990269e-1,3.2251009788e-1
6.359184,4.0317151726e1,-8.2605304300e-2,4.2277745080e0,3.8831930429e-1,1.9837925846e-1,1.3502333299e-1,4.0205345625e1,-5.8312917096e-1,1.8052734767e0,1.3247417360e-1,6.6737939611e-1,4.3183848664e-1,4.0368358705e1,-8.7747354208e-1,1.1615442573e0,1.2889784296e-2,9.2230574227e-1,3.2375775147e-1
6.460204,4.1619949024e1,-7.5378905082e-2,4.3318437152e0,3.9414686325e-1,1.8836513861e-1,1.2354597068e-1,4.1497118905e1,-5.7290113512e-1,1.8311251401e0,1.3716313955e-1,6.5879241033e-1,4.3353638015e-1,4.1661333077e1,-8.7478863298e-1,1.1667181992e0,1.3607199027e-2,9.1992002309e-1,3.2502133503e-1
6.561224,4.2942917485e1,-6.8691028931e-2,4.4375313668e0,3.9982585208e-1,1.7871055081e-1,1.1272542070e-1,4.2809467829e1,-5.6263481561e-1,1.8573874882e0,1.4187311875e-1,6.5018319621e-1,4.3503256664e-1,4.2974699290e1,-8.7206682490e-1,1.1719737269e0,1.4349066794e-2,9.1750302133e-1,3.2630058539e-1
6.662245,4.4286035349e1,-6.2516651414e-2,4.5448361958e0,4.0535940458e-1,1.6941242247e-1,1.0256950199e-1,4.4142398183e1,-5.5233589592e-1,1.8840606107e0,1.4660050700e-1,6.4155553514e-1,4.3631679749e-1,4.4308457551e1,-8.6930836396e-1,1.1773108407e0,1.5115553126e-2,9.1505501628e-1,3.2759523010e-1
6.763265,4.5649282013e1,-5.6829932994e-2,4.6537569422e0,4.1075072323e-1,1.6046698986e-1,9.3078012855e-2,4.5495913624e1,-5.4201014873e-1,1.9111445557e0,1.5134180744e-1,6.3291316997e-1,4.3737913031e-1,4.5662609280e1,-8.6651349727e-1,1.1827295456e0,1.5906805307e-2,9.1257629020e-1,3.2890498708e-1
6.864286,4.7032640456e1,-5.1604519083e-2,4.7642925502e0,4.1600306849e-1,1.5186984601e-1,8.4243689962e-2,4.6870022532e1,-5.3166338834e-1,1.9386394680e0,1.5609365770e-1,6.2425980242e-1,4.3820998491e-1,4.7037154313e1,-8.6368247815e-1,1.1882298404e0,1.6722950775e-2,9.1006712840e-1,3.3022956443e-1
6.965306,4.8436104366e1,-4.6813792262e-2,4.8764427425e0,4.2111976516e-1,1.4361598857e-1,7.6053188386e-2,4.8264725454e1,-5.2130154554e-1,1.9665453366e0,1.6085278861e-1,6.1559909068e-1,4.3880020030e-1,4.8432093666e1,-8.6081556096e-1,1.1938117285e0,1.7564098789e-2,9.0752781914e-1,3.3156866025e-1
7.066327,4.9859663358e1,-4.2431229869e-2,4.9902068433e0,4.2610412930e-1,1.3569986761e-1,6.8488052959e-2,4.9680028322e1,-5.1093057901e-1,1.9948622604e0,1.6561607191e-1,6.0693464700e-1,4.3914109137e-1,4.9847427783e1,-8.5791300435e-1,1.1994752110e0,1.8430339475e-2,9.0495865358e-1,3.3292196239e-1
7.167347,5.1303308809e1,-3.8430596924e-2,5.1055842507e0,4.3095947816e-1,1.2811543293e-1,6.1525656172e-2,5.1115933757e1,-5.0055652398e-1,2.0235902736e0,1.7038049138e-1,5.9827003543e-1,4.3922450567e-1,5.1283157831e1,-8.5497506887e-1,1.2052202921e0,1.9321744730e-2,9.0235992564e-1,3.3428914838e-1
7.268367,5.2767044637e1,-3.4786096365e-2,5.2225753043e0,4.3568915262e-1,1.2085618081e-1,5.5140083430e-2,5.2572446235e1,-4.9018545404e-1,2.0527294496e0,1.7514316090e-1,5.8960876959e-1,4.3904287926e-1,5.2739282828e1,-8.5200202217e-1,1.2110469671e0,2.0238366577e-2,8.9973193214e-1,3.3566988507e-1
7.369388,5.4250870493e1,-3.1472634741e-2,5.3411799479e0,4.4029644856e-1,1.1391519994e-1,4.9302951404e-2,5.4049565752e1,-4.7982351187e-1,2.0822797736e0,1.7990130371e-1,5.8095431056e-1,4.3858929110e-1,5.4215805197e1,-8.4899412891e-1,1.2169552451e0,2.1180240812e-2,8.9707497246e-1,3.3706382850e-1
7.470408,5.5754790123e1,-2.8465921093e-2,5.4613984038e0,4.4478463658e-1,1.0728521644e-1,4.3984150187e-2,5.5547297781e1,-4.6947684268e-1,2.1122413429e0,1.8465228433e-1,5.7231006484e-1,4.3785751591e-1,5.5712725185e1,-8.4595166092e-1,1.2229451265e0,2.2147383717e-2,8.9438934879e-1,3.3847062373e-1
7.571429,5.7278809475e1,-2.5742594249e-2,5.5832310283e0,4.4915694774e-1,1.0095863769e-1,3.9152503690e-2,5.7065643257e1,-4.5915164481e-1,2.1426141656e0,1.8939357525e-1,5.6367938235e-1,4.3684207454e-1,5.7230043117e1,-8.4287489302e-1,1.2290166118e0,2.3139793679e-2,8.9167536586e-1,3.3988990460e-1
7.672449,5.8822936288e1,-2.3280315659e-2,5.7066782845e0,4.5341656590e-1,9.4927594927e-2,3.4776346431e-2,5.8604606761e1,-4.4885411352e-1,2.1733983250e0,1.9412278166e-1,5.5506555461e-1,4.3553828140e-1,5.8767759611e1,-8.3976410271e-1,1.2351697029e0,2.4157451583e-2,8.8893333095e-1,3.4132129366e-1
7.773469,6.0387179936e1,-2.1057837118e-2,5.8317407358e0,4.5756662190e-1,8.9183984421e-2,3.0824017827e-2,6.0164182933e1,-4.3859050724e-1,2.2045937074e0,1.9883759813e-1,5.4647181293e-1,4.3394228858e-1,6.0325875931e1,-8.3661956946e-1,1.2414044042e0,2.5200321341e-2,8.8616355383e-1,3.4276440174e-1
7.874490,6.1971546624e1,-1.9055062744e-2,5.9584186673e0,4.6161017715e-1,8.3719507178e-2,2.7264277029e-2,6.1744379719e1,-4.2836700830e-1,2.2362004678e0,2.0353587772e-1,5.3790132671e-1,4.3205112599e-1,6.1904391286e1,-8.3344157960e-1,1.2477207118e0,2.6268348367e-2,8.8336634673e-1,3.4421882809e-1
7.975510,6.3576060761e1,-1.7253002533e-2,6.0867137993e0,4.6555027409e-1,7.8525706990e-2,2.4066642800e-2,6.3345193138e1,-4.1818985141e-1,2.2682185243e0,2.0821555320e-1,5.2935720185e-1,4.2986273709e-1,6.3503307569e1,-8.3023041781e-1,1.2541186328e0,2.7361463077e-2,8.8054202421e-1,3.4568416000e-1
