lambda,ntilde_eta50,sigmaz_eta50,x2_eta50,u4x_eta50,gap_eta50,cv_eta50,ntilde_eta200,sigmaz_eta200,x2_eta200,u4x_eta200,gap_eta200,cv_eta200,ntilde_eta1000,sigmaz_eta1000,x2_eta1000,u4x_eta1000,gap_eta1000,cv_eta1000
2.722449,7.1953892573e0,-7.5095519366e-1,1.5799205274e0,8.9209032418e-2,7.4339031732e-1,9.6619064789e-4,7.3433644739e0,-9.2922124863e-1,1.1472082874e0,1.0953798174e-2,9.2856129871e-1,7.7903332567e-5,7.3971446729e0,-9.8531454185e-1,1.0296031554e0,5.5086973939e-4,9.8528585551e-1,3.5391338315e-5
2.823469,7.7442859228e0,-7.3479501036e-1,1.6240577569e0,9.7780887230e-2,7.2691493643e-1,1.2024778880e-3,7.8988544123e0,-9.2407744988e-1,1.1583418362e0,1.2431048945e-2,9.2337347740e-1,8.3702481788e-5,7.9563105774e0,-9.8421327757e-1,1.0318409034e0,6.3453873264e-4,9.8418245810e-1,3.5941055103e-5
2.924490,8.3138038400e0,-7.1840294991e-1,1.6698405484e0,1.0657763830e-1,7.1022480208e-1,1.4992503166e-3,8.4746389069e0,-9.1877603386e-1,1.1698818535e0,1.4028304282e-2,9.1802724844e-1,9.0124751296e-5,8.5358499430e0,-9.8307318960e-1,1.0341601821e0,7.2707265579e-4,9.8304016735e-1,3.6519064452e-5
3.025510,8.9039870096e0,-7.0180938453e-1,1.7172715439e0,1.1556575087e-1,6.9335177079e-1,1.8716836421e-3,9.0707237970e0,-9.1332001690e-1,1.1818284276e0,1.5747635698e-2,9.1252570505e-1,9.7241510957e-5,9.1357630087e0,-9.8189441554e-1,1.0365609923e0,8.2900956648e-4,9.8185912157e-1,3.7126344978e-5
3.126531,9.5148779882e0,-6.8504447036e-1,1.7663533041e0,1.2471253732e-1,6.7632739535e-1,2.3384736742e-3,9.6871145835e0,-9.0771249528e-1,1.1941816399e0,1.7590646878e-2,9.0687201700e-1,1.0513306188e-4,9.7560496668e0,-9.8067709825e-1,1.0390433332e0,9.4089251457e-4,9.8063946371e-1,3.7763966247e-5
3.227551,1.0146517037e1,-6.6813805793e-1,1.8170882426e0,1.3398646163e-1,6.5918283053e-1,2.9225198232e-3,1.0323817336e1,-9.0195663399e-1,1.2069415823e0,1.9558477437e-2,9.0106942763e-1,1.1388966232e-4,1.0396710510e1,-9.7942138376e-1,1.0416072069e0,1.0632685874e-3,9.7938134118e-1,3.8433052396e-5
3.328571,1.0798943514e1,-6.5111954170e-1,1.8694787420e0,1.4335741146e-1,6.4194874260e-1,3.6516896216e-3,1.0980838162e1,-8.9605566854e-1,1.2201083472e0,2.1651806544e-2,8.9512125072e-1,1.2361285917e-4,1.1057746000e1,-9.7812742286e-1,1.0442526151e0,1.1966876383e-3,9.7808490606e-1,3.9134785766e-5
3.429592,1.1472193203e1,-6.3401781603e-1,1.9235269404e0,1.5279685075e-1,6.2465522319e-1,4.5596551790e-3,1.1658182796e1,-8.9001290559e-1,1.2336820192e0,2.3870860248e-2,8.8903086736e-1,1.3441690680e-4,1.1739156294e1,-9.7679537143e-1,1.0469795579e0,1.3417011119e-3,9.7675031479e-1,3.9870399632e-5
3.530612,1.2166300182e1,-6.1686110872e-1,1.9792348813e0,1.6227798557e-1,6.0733170759e-1,5.6867824242e-3,1.2355857471e1,-8.8383171192e-1,1.2476626923e0,2.6215426278e-2,8.8280172272e-1,1.4643031318e-4,1.2440941236e1,-9.7542539041e-1,1.0497880345e0,1.4988609073e-3,9.7537772830e-1,4.0641229134e-5
3.631633,1.2881296176e1,-5.9967688831e-1,2.0366044826e0,1.7177584098e-1,5.9000689795e-1,7.0810437319e-3,1.3073868663e1,-8.7751551366e-1,1.2620504650e0,2.8684868266e-2,8.7643732287e-1,1.5979776072e-4,1.3163101888e1,-9.7401764279e-1,1.0526780487e0,1.6687186231e-3,9.7396731200e-1,4.1448656702e-5
3.732653,1.3617210316e1,-5.8249174038e-1,2.0956374777e0,1.8126731368e-1,5.7270869147e-1,8.7989102540e-3,1.3812222217e1,-8.7106780071e-1,1.2768454230e0,3.1278140182e-2,8.6994123142e-1,1.7468201258e-4,1.3905638195e1,-9.7257229810e-1,1.0556496001e0,1.8518239474e-3,9.7251923564e-1,4.2294152081e-5
3.833673,1.4374069975e1,-5.6533124332e-1,2.1563355245e0,1.9073118940e-1,5.5546411383e-1,1.0906164112e-2,1.4570924749e1,-8.6449211116e-1,1.2920476673e0,3.3993810843e-2,8.6331706631e-1,1.9126624829e-4,1.4668550754e1,-9.7108952900e-1,1.0587026907e0,2.0487239903e-3,9.7103367335e-1,4.3179272325e-5
3.934694,1.5151898997e1,-5.4821988520e-1,2.2187000420e0,2.0014810856e-1,5.3829925812e-1,1.3478554007e-2,1.5349982589e1,-8.5779203725e-1,1.3076572926e0,3.6830081751e-2,8.5656849636e-1,2.0975661027e-4,1.5451839208e1,-9.6956951427e-1,1.0618373187e0,2.2599618295e-3,9.6951080357e-1,4.4105632696e-5
4.035714,1.5950719728e1,-5.3118090283e-1,2.2827323768e0,2.0950055197e-1,5.2123922922e-1,1.6602198826e-2,1.6149401960e1,-8.5097122046e-1,1.3236743916e0,3.9784810607e-2,8.4969923797e-1,2.3038504878e-4,1.6255504766e1,-9.6801243398e-1,1.0650534886e0,2.4860761511e-3,9.6795080904e-1,4.5074935770e-5
4.136735,1.6770551436e1,-5.1423620288e-1,2.3484336748e0,2.1877276360e-1,5.0430809389e-1,2.0373627252e-2,1.6969189553e1,-8.4403334317e-1,1.3400990661e0,4.2855537555e-2,8.4271305170e-1,2.5341258151e-4,1.7079547405e1,-9.6641847480e-1,1.0683511999e0,2.7275995048e-3,9.6635387674e-1,4.6089029638e-5
4.237755,1.7611411787e1,-4.9740622178e-1,2.4158049972e0,2.2795069531e-1,4.8752883657e-1,2.4899326090e-2,1.7809351566e1,-8.3698213351e-1,1.3569314080e0,4.6039506506e-2,8.3561373884e-1,2.7913272788e-4,1.7923967255e1,-9.6478782733e-1,1.0717304528e0,2.9850576870e-3,9.6472019791e-1,4.7149820602e-5
4.338776,1.8473316483e1,-4.8070983320e-1,2.4848472888e0,2.3702191862e-1,4.7092332086e-1,3.0294661585e-2,1.8669894351e1,-8.2982135635e-1,1.3741715122e0,4.9333692961e-2,8.2840513803e-1,3.0787578726e-4,1.8788765499e1,-9.6312068431e-1,1.0751912517e0,3.2589690990e-3,9.6304996793e-1,4.8259316827e-5
4.439796,1.9356278757e1,-4.6416426772e-1,2.5555613338e0,2.4597552866e-1,4.5451225684e-1,3.6682035192e-2,1.9550824740e1,-8.2255480730e-1,1.3918194832e0,5.2734830961e-2,8.2109112179e-1,3.4001296444e-4,1.9673941710e1,-9.6141724572e-1,1.0787335944e0,3.5498430042e-3,9.6134338626e-1,4.9419526476e-5
4.540816,2.0260310587e1,-4.4778501588e-1,2.6279478488e0,2.5480206113e-1,4.3831517401e-1,4.4188143802e-2,2.0452148891e1,-8.1518631872e-1,1.4098754122e0,5.6239434305e-2,8.1367559308e-1,3.7596159382e-4,2.0579496612e1,-9.5967771340e-1,1.0823574834e0,3.8581795110e-3,9.5960065658e-1,5.0632865168e-5
4.641837,2.1185422659e1,-4.3158577766e-1,2.7020074757e0,2.6349339312e-1,4.2235039991e-1,5.2940238587e-2,2.1373873134e1,-8.0771974926e-1,1.4283393937e0,5.9843825212e-2,8.0616248187e-1,4.1619062540e-4,2.1505430518e1,-9.5790229405e-1,1.0860629197e0,4.1844682370e-3,9.5782198657e-1,5.1901588449e-5
4.742857,2.2131623776e1,-4.1557844811e-1,2.7777407297e0,2.7204263863e-1,4.0663504430e-1,6.3061311317e-2,2.2316004044e1,-8.0015897983e-1,1.4472115275e0,6.3544159598e-2,7.9855574173e-1,4.6122659114e-4,2.2451743785e1,-9.5609119829e-1,1.0898499041e0,4.5291876433e-3,9.5600758787e-1,5.3228082834e-5
4.843878,2.3098922449e1,-3.9977310002e-1,2.8551481220e0,2.8044406546e-1,3.9118498872e-1,7.4664195185e-2,2.3278547890e1,-7.9250791457e-1,1.4664919072e0,6.7336449316e-2,7.9085934633e-1,5.1166079356e-4,2.3418437044e1,-9.5424464019e-1,1.0937184389e0,4.8928043545e-3,9.5415767618e-1,5.4615200497e-5
4.944898,2.4087326168e1,-3.8417804812e-1,2.9342300973e0,2.8869299231e-1,3.7601488136e-1,8.7844639143e-2,2.4261510970e1,-7.8477047457e-1,1.4861806273e0,7.1216587066e-2,7.8307728610e-1,5.6815621792e-4,2.4405510695e1,-9.5236283820e-1,1.0976685252e0,5.2757722431e-3,9.5227247111e-1,5.6065502577e-5
5.045918,2.5096841575e1,-3.6879994496e-1,3.0149870445e0,2.9678569786e-1,3.6113813706e-1,1.0267350532e-1,2.5264899688e1,-7.7695059386e-1,1.5062777848e0,7.5180369416e-2,7.7521356475e-1,6.3145661261e-4,2.5412964862e1,-9.5044601515e-1,1.1017001631e0,5.6785317023e-3,9.5035219613e-1,5.7581870351e-5
5.146939,2.6127475261e1,-3.5364392174e-1,3.0974193583e0,3.0471933844e-1,3.4656694221e-1,1.1918834489e-1,2.6288720162e1,-7.6905221893e-1,1.5267834709e0,7.9223516975e-2,7.6727219596e-1,7.0239524939e-4,2.6440800324e1,-9.4849439649e-1,1.1058133553e0,6.1015093645e-3,9.4839707858e-1,5.9167359723e-5
5.247959,2.7179233108e1,-3.3871380911e-1,3.1815273858e0,3.1249185819e-1,3.3231226431e-1,1.3738471924e-1,2.7332977967e1,-7.6107930705e-1,1.5476977666e0,8.3341694030e-2,7.5925719996e-1,7.8190470231e-4,2.7489017332e1,-9.4650821247e-1,1.1100081023e0,6.5451170188e-3,9.4640734958e-1,6.0825288529e-5
5.348980,2.8252120448e1,-3.2401240456e-1,3.2673114410e0,3.2010191099e-1,3.1838386610e-1,1.5720775188e-1,2.8397680184e1,-7.5303580723e-1,1.5690207833e0,8.7530536118e-2,7.5117260026e-1,8.7102851830e-4,2.8557616339e1,-9.4448769669e-1,1.1142844055e0,7.0097513294e-3,9.4438324405e-1,6.2558945501e-5
5.450000,2.9346141875e1,-3.0954180311e-1,3.3547717938e0,3.2754878474e-1,3.0479032383e-1,1.7854449851e-1,2.9482832239e1,-7.4492568077e-1,1.5907525997e0,9.1785655850e-2,7.4302242029e-1,9.7093291697e-4,2.9646597880e1,-9.4243308632e-1,1.1186422665e0,7.4957932611e-3,9.4232500053e-1,6.4371939516e-5
5.551020,3.0461297642e1,-2.9530382041e-1,3.4439083888e0,3.3483230908e-1,2.9153904954e-1,2.0121781077e-1,3.0588439781e1,-7.3675288336e-1,1.6128932994e0,9.6102667419e-2,7.3481068016e-1,1.0829202947e-3,3.0755962189e1,-9.4034462274e-1,1.1230816860e0,8.0036074159e-3,9.4023286130e-1,6.6267995862e-5
5.652041,3.1597595967e1,-2.8130027059e-1,3.5347218402e0,3.4195287117e-1,2.7863631704e-1,2.2498241207e-1,3.1714509243e1,-7.2852135756e-1,1.6354429820e0,1.0047720459e-1,7.2654139343e-1,1.2084431364e-3,3.1885710436e1,-9.3822254919e-1,1.1276026679e0,8.5335421581e-3,9.3810707224e-1,6.8250927143e-5
5.753061,3.2755037287e1,-2.6753360915e-1,3.6272121841e0,3.4891125221e-1,2.6608729130e-1,2.4952390371e-1,3.2861045642e1,-7.2023504552e-1,1.6584017194e0,1.0490492675e-1,7.1821856393e-1,1.3491200516e-3,3.3035841970e1,-9.3606711589e-1,1.1322052094e0,9.0859279180e-3,9.3594788276e-1,7.0325098932e-5
5.854082,3.3933611153e1,-2.5400740800e-1,3.7213786465e0,3.5570856381e-1,2.5389606098e-1,2.7446134033e-1,3.4028055348e1,-7.1189786526e-1,1.6817696113e0,1.0938154294e-1,7.0984618262e-1,1.5067523345e-3,3.4206357457e1,-9.3387857410e-1,1.1368893126e0,9.6610782853e-3,9.3375554583e-1,7.2495080531e-5
5.955102,3.5133313334e1,-2.4072661026e-1,3.8172210300e0,3.6234630145e-1,2.4206567375e-1,2.9935386853e-1,3.5215543844e1,-7.0351372345e-1,1.7055467398e0,1.1390281543e-1,7.0142822450e-1,1.6833418049e-3,3.5397259063e1,-9.3165717574e-1,1.1416549857e0,1.0259289853e-2,9.3153031783e-1,7.4764946476e-5
6.056122,3.6354133943e1,-2.2769805714e-1,3.9147387834e0,3.6882622763e-1,2.3059817422e-1,3.2371168077e-1,3.6423514770e1,-6.9508651825e-1,1.7297331510e0,1.1846456709e-1,6.9296864552e-1,1.8811112968e-3,3.6608545365e1,-9.2940318287e-1,1.1465022224e0,1.0880839374e-2,9.2927245864e-1,7.7139819041e-5
6.157143,3.7596049218e1,-2.1493087395e-1,4.0139303637e0,3.7515029338e-1,2.1949464409e-1,3.4701122652e-1,3.7651975306e1,-6.8662009827e-1,1.7543289623e0,1.2306271160e-1,6.8447137972e-1,2.1025243914e-3,3.7840217558e1,-9.2711685601e-1,1.1514310271e0,1.1525986612e-2,9.2698223142e-1,7.9625053331e-5
6.258163,3.8859037997e1,-2.0243652281e-1,4.1147945742e0,3.8132069113e-1,2.0875524424e-1,3.6871424259e-1,3.8900929297e1,-6.7811830705e-1,1.7793342252e0,1.2769323617e-1,6.7594033615e-1,2.3503076518e-3,3.9092276086e1,-9.2479846039e-1,1.1564414011e0,1.2194972459e-2,9.2465990269e-1,8.2225888036e-5
6.359184,4.0143068169e1,-1.9022900514e-1,4.2173294957e0,3.8733975279e-1,1.9837925846e-1,3.8828976016e-1,4.0170382805e1,-6.6958494117e-1,1.8047490361e0,1.3235223001e-1,6.6737939611e-1,2.6274744887e-3,4.0364721213e1,-9.2244826484e-1,1.1615333449e0,1.2888019045e-2,9.2230574227e-1,8.4947911091e-5
6.460204,4.1448100742e1,-1.7832474276e-1,4.3215328255e0,3.9320994467e-1,1.8836513861e-1,4.0523785650e-1,4.1460340834e1,-6.6102376938e-1,1.8305734710e0,1.3703587871e-1,6.5879241033e-1,2.9373496654e-3,4.1657553792e1,-9.2006654033e-1,1.1667068613e0,1.3605330037e-2,9.1992002309e-1,8.7797176093e-5
6.561224,4.2774081196e1,-1.6674239521e-1,4.4274011917e0,3.9893380668e-1,1.7871055081e-1,4.1911359585e-1,4.2770806850e1,-6.5243853175e-1,1.8568075755e0,1.4174046835e-1,6.5018319621e-1,3.2835942693e-3,4.2970774296e1,-9.1765356167e-1,1.1719619519e0,1.4347090024e-2,9.1750302133e-1,9.0779969469e-5
6.662245,4.4120954180e1,-1.5550233216e-1,4.5349313285e0,4.0451399787e-1,1.6941242247e-1,4.2954941036e-1,4.4101785975e1,-6.4383291518e-1,1.8834514296e0,1.4646240188e-1,6.4155553514e-1,3.6702339421e-3,4.4304382838e1,-9.1520960744e-1,1.1772986165e0,1.5113464463e-2,9.1505501628e-1,9.3903276138e-5
6.763265,4.5488651712e1,-1.4462615616e-1,4.6441191245e0,4.0995322615e-1,1.6046698986e-1,4.3627414457e-1,4.5453281202e1,-6.3521057453e-1,1.9105050709e0,1.5119818942e-1,6.3291316997e-1,4.1016851319e-3,4.5658380772e1,-9.1273495699e-1,1.1827168601e0,1.5904600581e-2,9.1257629020e-1,9.7173731774e-5
6.864286,4.6877097623e1,-1.3413597164e-1,4.7549599614e0,4.1525425286e-1,1.5186984601e-1,4.3912716326e-1,4.6825300809e1,-6.2657508211e-1,1.9379686442e0,1.5594447738e-1,6.2425980242e-1,4.5827842550e-3,4.7032767823e1,-9.1022989567e-1,1.1882166809e0,1.6720625745e-2,9.1006712840e-1,1.0059878696e-4
6.965306,4.8286219230e1,-1.2405353048e-1,4.8674496231e0,4.2041992130e-1,1.4361598857e-1,4.3806629290e-1,4.8217844817e1,-6.1793000973e-1,1.9658421290e0,1.6069800364e-1,6.1559909068e-1,5.1188152283e-3,4.8427544930e1,-9.0769470953e-1,1.1937980823e0,1.7561649152e-2,9.0752781914e-1,1.0418624151e-4
7.066327,4.9715928282e1,-1.1439952306e-1,4.9815827404e0,4.2545307106e-1,1.3569986761e-1,4.3316889356e-1,4.9630919274e1,-6.0927883512e-1,1.9941256268e0,1.6545564894e-1,6.0693464700e-1,5.7155402610e-3,4.9842712437e1,-9.0512968860e-1,1.1994610650e0,1.8427760866e-2,9.0495865358e-1,1.0794447735e-4
7.167347,5.1166131493e1,-1.0519268602e-1,5.0973535972e0,4.3035656903e-1,1.2811543293e-1,4.2462599592e-1,5.1064526867e1,-6.0062499715e-1,2.0228191725e0,1.7021440556e-1,5.9827003543e-1,6.3792261062e-3,5.1278271434e1,-9.0253512440e-1,1.2052056329e0,1.9319032734e-2,9.0235992564e-1,1.1188210919e-4
7.268367,5.2636748310e1,-9.6448952825e-2,5.2147575091e0,4.3513335586e-1,1.2085618081e-1,4.1273007775e-1,5.2518672544e1,-5.9197185785e-1,2.0519228468e0,1.7497139688e-1,5.8960876959e-1,7.1166729322e-3,5.2734220799e1,-8.9991131521e-1,1.2110317810e0,2.0235516691e-2,8.9973193214e-1,1.1600810103e-4
7.369388,5.4127689581e1,-8.8180919091e-2,5.3337890772e0,4.3978636104e-1,1.1391519994e-1,3.9785762527e-1,5.3993356606e1,-5.8332273999e-1,2.0814366385e0,1.7972385466e-1,5.8095431056e-1,7.9352412140e-3,5.4210562905e1,-8.9725855572e-1,1.2169395182e0,2.1177248510e-2,8.9707497246e-1,1.2033199891e-4
7.470408,5.5638871915e1,-8.0397258987e-2,5.4544432953e0,4.4431854089e-1,1.0728521644e-1,3.8044804835e-1,5.5488585621e1,-5.7468085921e-1,2.1113606624e0,1.8446915409e-1,5.7231006484e-1,8.8428745512e-3,5.5707297890e1,-8.9457714733e-1,1.2229288446e0,2.2144244408e-2,8.9438934879e-1,1.2486474589e-4
7.571429,5.7170217315e1,-7.3102393875e-2,5.5767154828e0,4.4873286555e-1,1.0095863769e-1,3.6098073563e-1,5.7004361465e1,-5.6604938499e-1,2.1416949403e0,1.8920477728e-1,5.6367938235e-1,9.8481252789e-3,5.7224425970e1,-8.9186739390e-1,1.2289997603e0,2.3136502715e-2,8.9167536586e-1,1.2961577158e-4
7.672449,5.8721654638e1,-6.6296333220e-2,5.7006013699e0,4.5303231270e-1,9.4927594927e-2,3.3995205292e-1,5.8540690339e1,-5.5743138520e-1,2.1724395814e0,1.9392834064e-1,5.5506555461e-1,1.0960169602e-2,5.8761947656e1,-8.8912960128e-1,1.2351522670e0,2.4154004263e-2,8.8893333095e-1,1.3459729962e-4
7.773469,6.0293121081e1,-5.9974695992e-2,5.8260971896e0,4.5721986155e-1,8.9183984421e-2,3.1785388279e-1,6.0097567738e1,-5.4882990657e-1,2.2035944811e0,1.9863754706e-1,5.4647181293e-1,1.2188826571e-2,6.0319864130e1,-8.8636407666e-1,1.2413863688e0,2.5196712927e-2,8.8616355383e-1,1.3982073870e-4
7.874490,6.1884556929e1,-5.4128921184e-2,5.9531992409e0,4.6129847006e-1,8.3719507178e-2,2.9515499377e-1,6.1675004234e1,-5.4024782815e-1,2.2351598379e0,2.0333026263e-1,5.3790132671e-1,1.3544565416e-2,6.1898174448e1,-8.8357113339e-1,1.2477020613e0,2.6264574044e-2,8.8336634673e-1,1.4529901091e-4
7.975510,6.3495935509e1,-4.8746500097e-2,6.0819062708e0,4.6527114137e-1,7.8525706990e-2,2.7228608064e-1,6.3272997477e1,-5.3168801250e-1,2.2671355918e0,2.0800442953e-1,5.2935720185e-1,1.5038512764e-2,6.3496880434e1,-8.8075108232e-1,1.2540993514e0,2.7357518008e-2,8.8054202421e-1,1.5104468912e-4
