lambda,ntilde_eta50,sigmaz_eta50,x2_eta50,u4x_eta50,gap_eta50,cv_eta50,ntilde_eta200,sigmaz_eta200,x2_eta200,u4x_eta200,gap_eta200,cv_eta200,ntilde_eta1000,sigmaz_eta1000,x2_eta1000,u4x_eta1000,gap_eta1000,cv_eta1000
2.621429,6.8002109218e0,-2.8269683568e-1,1.5454140624e0,8.2832326001e-2,7.5961888240e-1,1.2529478589e-1,6.8443737588e0,-4.0729460510e-1,1.1370242728e0,9.6730282787e-3,9.3358769873e-1,1.7655023132e-1,6.8657161196e0,-4.5052545727e-1,1.0274690294e0,4.7639627112e-4,9.8635022578e-1,1.9248445786e-1
2.722449,7.3374779800e0,-2.7189283661e-1,1.5884452286e0,9.1274001445e-2,7.4339031732e-1,1.2069953511e-1,7.3823493027e0,-4.0325547462e-1,1.1477930556e0,1.1043120377e-2,9.2856129871e-1,1.7503620232e-1,7.4050853941e0,-4.4962631930e-1,1.0296269775e0,5.5186678168e-4,9.8528585551e-1,1.9216261295e-1
2.823469,7.8953970339e0,-2.6110850224e-1,1.6331237925e0,9.9968000861e-2,7.2691493643e-1,1.1607980186e-1,7.9407070210e0,-3.9910329339e-1,1.1589696209e0,1.2531389770e-2,9.2337347740e-1,1.7347463624e-1,7.9648488751e0,-4.4869494253e-1,1.0318665182e0,6.3568469783e-4,9.8418245810e-1,1.9182897159e-1
2.924490,8.4739815553e0,-2.5037522591e-1,1.6794505735e0,1.0887933565e-1,7.1022480208e-1,1.1144967930e-1,8.5194509835e0,-3.9484212787e-1,1.1705540300e0,1.4140356097e-2,9.1802724844e-1,1.7186663951e-1,8.5450071304e0,-4.4773151870e-1,1.0341876536e0,7.2838275386e-4,9.8304016735e-1,1.9148357565e-1
3.025510,9.0732421423e0,-2.3972308250e-1,1.7274262111e0,1.1797362670e-1,6.9335177079e-1,1.0682308667e-1,9.1185853931e0,-3.9047613010e-1,1.1825463465e0,1.5872070941e-2,9.1252570505e-1,1.7021336091e-1,9.1455603615e0,-4.4673624671e-1,1.0365903843e0,8.3049983133e-4,9.8185912157e-1,1.9112646857e-1
3.126531,9.6931869988e0,-2.2918067153e-1,1.7770512040e0,1.2721749661e-1,6.7632739535e-1,1.0221367524e-1,9.7381141540e0,-3.8600953546e-1,1.1949466282e0,1.7728113699e-2,9.0687201700e-1,1.6851599107e-1,9.7665085180e0,-4.4570933241e-1,1.0390747097e0,9.4257981588e-4,9.8063946371e-1,1.9075769540e-1
3.227551,1.0333821482e1,-2.1877500241e-1,1.8283258741e0,1.3657887391e-1,6.5918283053e-1,9.7634735766e-2,1.0378041515e1,-3.8144665038e-1,1.2077549395e0,1.9709594896e-2,9.0106942763e-1,1.6677576203e-1,1.0407852060e1,-4.4465098696e-1,1.0416406316e0,1.0651705892e-3,9.7938134118e-1,1.9037730279e-1
3.328571,1.0995149151e1,-2.0853135615e-1,1.8812504499e0,1.4602725108e-1,6.4194874260e-1,9.3099108974e-2,1.1038371688e1,-3.7679184940e-1,1.2209713442e0,2.1817160552e-2,8.9512125072e-1,1.6499394658e-1,1.1069591351e1,-4.4356142805e-1,1.0442881511e0,1.1988227914e-3,9.7808490606e-1,1.8998533905e-1
3.429592,1.1677170152e1,-1.9847323490e-1,1.9358249355e0,1.5553384102e-1,6.2465522319e-1,8.8619100356e-2,1.1719108546e1,-3.7204957125e-1,1.2345958993e0,2.4051000271e-2,8.8903086736e-1,1.6317185754e-1,1.1751726534e1,-4.4244088004e-1,1.0470172685e0,1.3440886565e-3,9.7675031479e-1,1.8958185409e-1
3.530612,1.2379882607e1,-1.8862224904e-1,1.9920492179e0,1.6507172255e-1,6.0733170759e-1,8.4206400725e-2,1.2420256246e1,-3.6722430661e-1,1.2486286677e0,2.6410861628e-2,8.8280172272e-1,1.6131084689e-1,1.2454257527e1,-4.4128957387e-1,1.0498279833e0,1.5015208782e-3,9.7537772830e-1,1.8916689944e-1
3.631633,1.3103282352e1,-1.7899807173e-1,2.0499230572e0,1.7461591001e-1,5.9000689795e-1,7.9872013657e-2,1.3141819040e1,-3.6232059312e-1,1.2630697140e0,2.8896064981e-2,8.7643732287e-1,1.5941230479e-1,1.3177185129e1,-4.4010774490e-1,1.0527202984e0,1.6716717566e-3,9.7396731200e-1,1.8874052831e-1
3.732653,1.3847362952e1,-1.6961839191e-1,2.1094460581e0,1.8414339205e-1,5.7270869147e-1,7.5626190921e-2,1.3883800649e1,-3.5734301403e-1,1.2779190928e0,3.1505519208e-2,8.6994123142e-1,1.5747765851e-1,1.3920509331e1,-4.3889563607e-1,1.0556942135e0,1.8550917285e-3,9.7251923564e-1,1.8830279554e-1
3.833673,1.4612116403e1,-1.6049888585e-1,2.1706177500e0,1.9363313523e-1,5.5546411383e-1,7.1478376766e-2,1.4646205257e1,-3.5229618264e-1,1.2931768680e0,3.4237745205e-2,8.6331706631e-1,1.5550837118e-1,1.4684230594e1,-4.3765349539e-1,1.0587497302e0,2.0523285875e-3,9.7103367335e-1,1.8785375763e-1
3.934694,1.5397532163e1,-1.5165323252e-1,2.2334374926e0,2.0306604420e-1,5.3829925812e-1,6.7437161803e-2,1.5429036756e1,-3.4718474199e-1,1.3088430979e0,3.7090895201e-2,8.5656849636e-1,1.5350594045e-1,1.5468348690e1,-4.3638157809e-1,1.0618868472e0,2.2639261379e-3,9.6951080357e-1,1.8739347271e-1
4.035714,1.6203598611e1,-1.4309309619e-1,2.2979045917e0,2.1242492640e-1,5.2123922922e-1,6.3510246954e-2,1.6232298872e1,-3.4201335682e-1,1.3249178379e0,4.0062776507e-2,8.4969923797e-1,1.5147189702e-1,1.6272864524e1,-4.3508014300e-1,1.0651055679e0,2.4904236515e-3,9.6795080904e-1,1.8692200062e-1
4.136735,1.7030302191e1,-1.3482817604e-1,2.3640182265e0,2.2169441045e-1,5.0430809389e-1,5.9704417786e-2,1.7055995566e1,-3.3678670324e-1,1.3414011486e0,4.3150877510e-2,8.4271305170e-1,1.4940780303e-1,1.7097778111e1,-4.3374945646e-1,1.0684058920e0,2.7323543241e-3,9.6635387674e-1,1.8643940285e-1
4.237755,1.7877628471e1,-1.2686622982e-1,2.4317775309e0,2.3086087381e-1,4.8752883657e-1,5.6025529313e-2,1.7900130355e1,-3.3150946751e-1,1.3582930818e0,4.6352390432e-2,8.3561373884e-1,1.4731525035e-1,1.7943089571e1,-4.3238979023e-1,1.0717878198e0,2.9902445599e-3,9.6472019791e-1,1.8594574258e-1
4.338776,1.8745562033e1,-1.1921313705e-1,2.5011815800e0,2.3991234644e-1,4.7092332086e-1,5.2478501136e-2,1.8764706765e1,-3.2618633533e-1,1.3755936904e0,4.9664238794e-2,8.2840513803e-1,1.4519585873e-1,1.8808799793e1,-4.3100142020e-1,1.0752513545e0,3.2646132445e-3,9.6304996793e-1,1.8544108467e-1
4.439796,1.9634086257e1,-1.1187297571e-1,2.5722293691e0,2.4883840779e-1,4.5451225684e-1,4.9067322635e-2,1.9649728555e1,-3.2082198311e-1,1.3933030321e0,5.3083104304e-2,8.2109112179e-1,1.4305127379e-1,1.9694908493e1,-4.2958462996e-1,1.0787964947e0,3.5559702297e-3,9.6134338626e-1,1.8492549565e-1
4.540816,2.0543184160e1,-1.0484809036e-1,2.6449198762e0,2.5763009094e-1,4.3831517401e-1,4.5795067695e-2,2.0555198912e1,-3.1542107782e-1,1.4114211539e0,5.6605449727e-2,8.1367559308e-1,1.4088316501e-1,2.0601416225e1,-4.2813970699e-1,1.0824232422e0,3.8648160775e-3,9.5960065658e-1,1.8439904378e-1
4.641837,2.1472838433e1,-9.8139185988e-2,2.7192520613e0,2.6627977673e-1,4.2235039991e-1,4.2663918359e-2,2.1481121036e1,-3.0998826532e-1,1.4299481036e0,6.0227546855e-2,8.0616248187e-1,1.3869322346e-1,2.1528323243e1,-4.2666694463e-1,1.0861315978e0,4.1916408582e-3,9.5782198657e-1,1.8386179899e-1
4.742857,2.2423031137e1,-9.1745435166e-2,2.7952248382e0,2.7478108554e-1,4.0663504430e-1,3.9675196610e-2,2.2427498191e1,-3.0452816334e-1,1.4488839309e0,6.3945501951e-2,7.9855574173e-1,1.3648315956e-1,2.2475629831e1,-4.2516664139e-1,1.0899215623e0,4.5369234447e-3,9.5600758787e-1,1.8331383293e-1
4.843878,2.3393744722e1,-8.5664569508e-2,2.8728371522e0,2.8312878339e-1,3.9118498872e-1,3.6829403410e-2,2.3394333321e1,-2.9904535796e-1,1.4682286797e0,6.7755278873e-2,7.9085934633e-1,1.3425470062e-1,2.3443336471e1,-4.2363910061e-1,1.0937931372e0,4.9011308057e-3,9.5415767618e-1,1.8275521894e-1
4.944898,2.4384961628e1,-7.9893000494e-2,2.9520879448e0,2.9131867787e-1,3.7601488136e-1,3.4126264039e-2,2.4381629285e1,-2.9354439520e-1,1.4879823929e0,7.1652723797e-2,7.8307728610e-1,1.3200958838e-1,2.4431443479e1,-4.2208463098e-1,1.0977463236e0,5.2847171403e-3,9.5227247111e-1,1.8218603209e-1
5.045918,2.5396664462e1,-7.4425933774e-2,3.0329761642e0,2.9934752356e-1,3.6113813706e-1,3.1564778721e-2,2.5389388902e1,-2.8802977435e-1,1.5081451135e0,7.5633588325e-2,7.7521356475e-1,1.2974957640e-1,2.5439950969e1,-4.2050354657e-1,1.1017811215e0,5.6881231587e-3,9.5035219613e-1,1.8160634916e-1
5.146939,2.6428836546e1,-6.9257480167e-2,3.1155008073e0,3.0721293510e-1,3.4656694221e-1,2.9143277497e-2,2.6417614689e1,-2.8250594374e-1,1.5287168790e0,7.9693550295e-2,7.6727219596e-1,1.2747642742e-1,2.6468859526e1,-4.1889616543e-1,1.1058975329e0,6.1117756970e-3,9.4839707858e-1,1.8101624862e-1
5.247959,2.7481461649e1,-6.4380779948e-2,3.1996608942e0,3.1491329834e-1,3.3231226431e-1,2.6859478315e-2,2.7466308684e1,-2.7697729598e-1,1.5496977180e0,8.3828233878e-2,7.5925719996e-1,1.2519191056e-1,2.7518169354e1,-4.1726281111e-1,1.1100955583e0,6.5560867645e-3,9.4640734958e-1,1.8041581069e-1
5.348980,2.8554524242e1,-5.9788118200e-2,3.2854554876e0,3.2244769134e-1,3.1838386610e-1,2.4710547309e-2,2.8535473846e1,-2.7144815136e-1,1.5710876786e0,8.8033234696e-2,7.5117260026e-1,1.2289779862e-1,2.8587880803e1,-4.1560381162e-1,1.1143751988e0,7.0214531808e-3,9.4438324405e-1,1.7980511731e-1
5.450000,2.9648009609e1,-5.5471040692e-2,3.3728836990e0,3.2981580952e-1,3.0479032383e-1,2.2693160305e-2,2.9625111896e1,-2.6592276858e-1,1.5928867847e0,9.2304129681e-2,7.4302242029e-1,1.2059586514e-1,2.9677994279e1,-4.1391949942e-1,1.1187364557e0,7.5082560128e-3,9.4232500053e-1,1.7918425210e-1
5.551020,3.0761902048e1,-5.1420489079e-2,3.4619445428e0,3.3701788399e-1,2.9153904954e-1,2.0803564630e-2,3.0735224608e1,-2.6040532930e-1,1.6150950622e0,9.6636499302e-2,7.3481068016e-1,1.1828788153e-1,3.0788509968e1,-4.1221021189e-1,1.1231793293e0,8.0168599600e-3,9.4023286130e-1,1.7855330045e-1
5.652041,3.1896192339e1,-4.7626822899e-2,3.5526375341e0,3.4405466502e-1,2.7863631704e-1,1.9037640391e-2,3.1865814181e1,-2.5489993016e-1,1.6377125462e0,1.0102594490e-1,7.2654139343e-1,1.1597561419e-1,3.1919428734e1,-4.1047628955e-1,1.1277038227e0,8.5476133194e-3,9.3810707224e-1,1.7791234944e-1
5.753061,3.3050869043e1,-4.4080031888e-2,3.6449619896e0,3.5092730419e-1,2.6608729130e-1,1.7390960456e-2,3.3016881755e1,-2.4941058852e-1,1.6607392516e0,1.0546809748e-1,7.1821856393e-1,1.1366082149e-1,3.3070750124e1,-4.0871807968e-1,1.1323099339e0,9.1008466502e-3,9.3594788276e-1,1.7726148788e-1
5.854082,3.4225917266e1,-4.0769840118e-2,3.7389169289e0,3.5763729720e-1,2.5389606098e-1,1.5858848474e-2,3.4188429284e1,-2.4394122393e-1,1.6841752103e0,1.0995863837e-1,7.0984618262e-1,1.1134525086e-1,3.4242474634e1,-4.0693593197e-1,1.1369976643e0,9.6768734592e-3,9.3375554583e-1,1.7660080630e-1
5.955102,3.5421329017e1,-3.7685688566e-2,3.8345019033e0,3.6418649539e-1,2.4206567375e-1,1.4436434366e-2,3.5380458029e1,-2.3849566442e-1,1.7080204415e0,1.1449330550e-1,7.0142822450e-1,1.0903063584e-1,3.5434603833e1,-4.0513019820e-1,1.1417670199e0,1.0275989997e-2,9.3153031783e-1,1.7593039694e-1
6.056122,3.6637096941e1,-3.4816894399e-2,3.9317164935e0,3.7057702116e-1,2.3059817422e-1,1.3118706799e-2,3.6592967926e1,-2.3307764620e-1,1.7322749382e0,1.1906790199e-1,6.9296864552e-1,1.0671869310e-1,3.6647136713e1,-4.0330123895e-1,1.1466179964e0,1.0898473134e-2,9.2927245864e-1,1.7525035377e-1
6.157143,3.7873210198e1,-3.2152766539e-2,4.0305599803e0,3.7681120723e-1,2.1949464409e-1,1.1900562281e-2,3.7825961188e1,-2.2769078440e-1,1.7569387404e0,1.2367831960e-1,6.8447137972e-1,1.0441111956e-1,3.7880074142e1,-4.0144941516e-1,1.1515505968e0,1.1544582345e-2,9.2698223142e-1,1.7456077246e-1
6.258163,3.9129664404e1,-2.9682585851e-2,4.1310321407e0,3.8289161194e-1,2.0875524424e-1,1.0776850571e-2,3.9079437716e1,-2.2233860120e-1,1.7820118424e0,1.2832052995e-1,6.7594033615e-1,1.0210958949e-1,3.9133416449e1,-3.9957509257e-1,1.1565648221e0,1.2214558297e-2,9.2465990269e-1,1.7386175037e-1
6.359184,4.0406454334e1,-2.7395741340e-2,4.2331326639e0,3.8882094707e-1,1.9837925846e-1,9.7424162198e-3,4.0353398806e1,-2.1702449654e-1,1.8074942671e0,1.3299060609e-1,6.6737939611e-1,9.9815751660e-2,4.0407163831e1,-3.9767864082e-1,1.1616606727e0,1.2908622883e-2,9.2230574227e-1,1.7315338660e-1
6.460204,4.1703576567e1,-2.5281765286e-2,4.3368613642e0,3.9460206167e-1,1.8836513861e-1,8.7921361094e-3,4.1647844965e1,-2.1175175983e-1,1.8333860229e0,1.3768472080e-1,6.5879241033e-1,9.7531226606e-2,4.1701316904e1,-3.9576043229e-1,1.1668381506e0,1.3626979402e-2,9.1992002309e-1,1.7243578190e-1
6.561224,4.3021024674e1,-2.3330421634e-2,4.4422177971e0,4.0023789445e-1,1.7871055081e-1,7.9209529608e-3,4.2962775618e1,-2.0652356850e-1,1.8596870971e0,1.4239915129e-1,6.5018319621e-1,9.5257603883e-2,4.3015876012e1,-3.9382084335e-1,1.1720972570e0,1.4369812097e-2,9.1750302133e-1,1.7170903876e-1
6.662245,4.4358797583e1,-2.1531686832e-2,4.5492019285e0,4.0573148743e-1,1.6941242247e-1,7.1239048218e-3,4.4298191213e1,-2.0134297135e-1,1.8863974983e0,1.4713029149e-1,6.4155553514e-1,9.2996439448e-2,4.4350841237e1,-3.9186025417e-1,1.1774379918e0,1.5137286096e-2,9.1505501628e-1,1.7097326132e-1
6.763265,4.5716892515e1,-1.9875842592e-2,4.6578135721e0,4.1108593367e-1,1.6046698986e-1,6.3961506125e-3,4.5654090738e1,-1.9621290224e-1,1.9135172067e0,1.5187464694e-1,6.3291316997e-1,9.0749253136e-2,4.5706213548e1,-3.8987904647e-1,1.1828603584e0,1.5929548061e-2,9.1257629020e-1,1.7022855539e-1
6.864286,4.7095306977e1,-1.8353491560e-2,4.7680525490e0,4.1630436821e-1,1.5186984601e-1,5.7329918700e-3,4.7030476574e1,-1.9113614712e-1,1.9410462713e0,1.5662885486e-1,6.2425980242e-1,8.8517526199e-2,4.7081992746e1,-3.8787760723e-1,1.1883643557e0,1.6746725023e-2,9.1006712840e-1,1.6947502847e-1
6.965306,4.8494044839e1,-1.6955547886e-2,4.8799191752e0,4.2138997385e-1,1.4361598857e-1,5.1298908397e-3,4.8427345654e1,-1.8611539801e-1,1.9689846327e0,1.6138965554e-1,6.1559909068e-1,8.6302698995e-2,4.8478179496e1,-3.8585632485e-1,1.1939499859e0,1.7588925611e-2,9.0752781914e-1,1.6871278969e-1
7.066327,4.9913104230e1,-1.5673333486e-2,4.9934132949e0,4.2634592097e-1,1.3569986761e-1,4.5824851345e-3,4.9844698793e1,-1.8115319252e-1,1.9973323101e0,1.6615392647e-1,6.0693464700e-1,8.4106168766e-2,4.9894774039e1,-3.8381559137e-1,1.1996172498e0,1.8456239384e-2,9.0495865358e-1,1.6794194987e-1
7.167347,5.1352482418e1,-1.4498558167e-2,5.1085346724e0,4.3117537576e-1,1.2811543293e-1,4.0865991755e-3,5.1282534576e1,-1.7625195087e-1,2.0260892787e0,1.7091866218e-1,5.9827003543e-1,8.1929287553e-2,5.1331777141e1,-3.8175580059e-1,1.2053661499e0,1.9348737521e-2,9.0235992564e-1,1.6716262140e-1
7.268367,5.2812185202e1,-1.3423282807e-2,5.2252837436e0,4.3588152008e-1,1.2085618081e-1,3.6382526555e-3,5.2740853014e1,-1.7141395243e-1,2.0552555430e0,1.7568098698e-1,5.8960876959e-1,7.9773360245e-2,5.2789187993e1,-3.7967735183e-1,1.2111966826e0,2.0266471658e-2,8.9973193214e-1,1.6637491834e-1
7.369388,5.4292212902e1,-1.2440001924e-2,5.3436604978e0,4.4046749395e-1,1.1391519994e-1,3.2336662880e-3,5.4219651088e1,-1.6664136157e-1,2.0848310474e0,1.8043814030e-1,5.8095431056e-1,7.7639642767e-2,5.4267008272e1,-3.7758064239e-1,1.2171088544e0,2.1209476606e-2,8.9707497246e-1,1.6557895634e-1
7.470408,5.5792567626e1,-1.1541606244e-2,5.4636650592e0,4.4493641263e-1,1.0728521644e-1,2.8692650994e-3,5.5718929785e1,-1.6193618572e-1,2.1148158174e0,1.8518749888e-1,5.7231006484e-1,7.5529340409e-2,5.5765238056e1,-3.7546607492e-1,1.2231026650e0,2.2177767995e-2,8.9438934879e-1,1.6477485265e-1
7.571429,5.7313251873e1,-1.0721389362e-2,5.5852975772e0,4.4929135489e-1,1.0095863769e-1,2.5416795188e-3,5.7238687047e1,-1.5730031678e-1,2.1452098179e0,1.8992655295e-1,5.6367938235e-1,7.3443606302e-2,5.7283877482e1,-3.7333405417e-1,1.2291781148e0,2.3171343529e-2,8.9167536586e-1,1.6396272610e-1
7.672449,5.8854268393e1,-9.9730443098e-3,5.7085582156e0,4.5353535675e-1,9.4927594927e-2,2.2477445191e-3,5.8778923560e1,-1.5273549792e-1,2.1760130696e0,1.9465292315e-1,5.5506555461e-1,7.1383540071e-2,5.8822926892e1,-3.7118498670e-1,1.2353352047e0,2.4190183336e-2,8.8893333095e-1,1.6314269708e-1
7.773469,6.0415620246e1,-9.2906564952e-3,5.8334471589e0,4.5767140672e-1,8.9183984421e-2,1.9844970880e-3,6.0339633186e1,-1.4824337745e-1,2.2072254568e0,1.9936432945e-1,5.4647181293e-1,6.9350186619e-2,6.0382387098e1,-3.6901928027e-1,1.2415739375e0,2.5234250433e-2,8.8616355383e-1,1.6231488752e-1
7.874490,6.1997306715e1,-8.6687086085e-3,5.9599642861e0,4.6170243142e-1,8.3719507178e-2,1.7491722124e-3,6.1920819353e1,-1.4382541858e-1,2.2388470563e0,2.0405863914e-1,5.3790132671e-1,6.7344535088e-2,6.1962257406e1,-3.6683734722e-1,1.2478943102e0,2.6303489686e-2,8.8336634673e-1,1.6147942088e-1
7.975510,6.3599342585e1,-8.1020040332e-3,6.0881107127e0,4.6563134083e-1,7.8525706990e-2,1.5391976626e-3,6.3522477292e1,-1.3948299849e-1,2.2708777808e0,2.0873381057e-1,5.2935720185e-1,6.5367517979e-2,6.3562539079e1,-3.6463959819e-1,1.2542963274e0,2.7397830465e-2,8.8054202421e-1,1.6063642214e-1
